row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2025,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2025
103,103,103,CÔNG TY TNHH MTV TM DV KT MINH PHẮT,3.551.779.245,,3551779245.0
104,104,104,CÔNG TY TNHH MTV THƯƠNG MẠI XAYOUT DỰNG VIỆT Y,3.532.532.530,,3532532530.0
105,105,105,CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI NGỐI SAO,3.523.991.991,,3523991991.0
106,106,106,CÔNG TY CỔ PHẦN ĐỊA KÝ THUẤT VÀ NÊN MỔNG THẠI DƯƠNG HỆ,3.475.513.556,,3475513556.0
107,107,107,CÔNG TY TNHH XAYOUT DỰNG BÌNH ĐỊNH,3.466.415.706,,3466415706.0
108,108,108,CÔNG TY TNHH THI CÔNG VÀ XAYOUT DỰNG CÔNG TRÌNH AN BÌNH,3.453.644.140,,3453644140.0
109,109,109,CÔNG TY TNHH BẢO HỒ LAO ĐỘNG THẢNG LONG,3.426.157.872,,3426157872.0
110,110,110,CÔNG TY CỔ PHẦN XAYOUT DỰNG NGỌC THU TNT,3.397.440.902,,3397440902.0
111,111,111,CÔNG TY TNHH XAYOUT DỰNG E&C THUẠN VĂN,3.396.828.660,,3396828660.0
112,112,112,CÔNG TY TNHH XAYOUT DỰNG QUANG HAMIL NAM,3.347.682.684,,3347682684.0
113,113,113,CÔNG TY TNHH MTV ANH PHẮT PHÚ QUỐC,3.297.613.619,,3297613619.0
114,114,114,CÔNG TY TNHH TƯ VĂN XAYOUT DỰNG HỒ BƠI GIA HƯƠNG SÀI GÒN,3.243.415.182,,3243415182.0
115,115,115,CÔNG TY TNHH THIẾT BỊ ĐIỆN NƯỚC PHỨC HÀ,3.243.148.801,,3243148801.0
116,116,116,CÔNG TY TNHH VĂN TÁI TIÊN TRƯỜNG,3.168.985.460,,3168985460.0
117,117,117,CÔNG TY TNHH SẢN XUẤT VÀ XUẤT NHẬP KHẦU TRỨC LÂM,3.162.459.360,,3162459360.0
118,118,118,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XAYOUT DỰNG PHONG VINH,3.151.256.131,,3151256131.0
119,119,119,CÔNG TY TNHH DUY TIÊN,3.135.322.789,,3135322789.0
120,120,120,CÔNG TY CỔ PHẦN XAYOUT DỰNG TRANG TRỊ NỘI THẤT VƯƠNG,3.110.669.302,,3110669302.0
