row_label_raw,row_label_full,Công ty liên quan,Nội dung giao dịch,Năm 2025 VND,Năm 2024 VND,numeric__Nội dung giao dịch,numeric__Năm 2025 VND,numeric__Năm 2024 VND
,,,Cổ tức được chia,27.018.060.000,-,,27018060000.0,
,,,Chuyển nợ phải thu thành vốn đầu tư,200.000.0000,-,,2000000000.0,
,,,Chi phí mua sơn,439.413.116,61.056.969,,439413116.0,61056969.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,,,
,,,Nhận cung cấp dịch vụ,11.626.169.501,100.000.000,,11626169501.0,100000000.0
,,,Doanh thu cung cấp dịch vụ,4.000.000.000,-,,4000000000.0,
Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,,,
,,,Góp vốn,2.049.496.092,433.907.733,,2049496092.0,433907733.0
Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,Công ty CP Đầu tư Địa ốc Tiến Phát,,,
,,,Cho vay,73.874.972.587,-,,73874972587.0,
,,,Thu lại tiền cho vay,2.000.000.000,-,,2000000000.0,
,,,Mua dịch vụ,600.000.000,1.950.000.000,,600000000.0,1950000000.0
,,,Lãi cho vay,73.874.972.587,66.566.200.735,,73874972587.0,66566200735.0
Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,,,
,,,Cung cấp dịch vụ xây dựng,1.629.393.194,-,,1629393194.0,
,,,Thu tiền dịch vụ xây dựng,12.017.359.610,-,,12017359610.0,
Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,Công ty TNHH Sài Gòn Ngày mới,,,
,,,Cho vay,3.887.023.979,3.531.733.998,,3887023979.0,3531733998.0
,,,Lãi cho vay,3.887.023.979,3.531.733.998,,3887023979.0,3531733998.0
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,,,
,,,Cho vay,33.682.933.544,30.267.400.369,,33682933544.0,30267400369.0
,,,Lãi cho vay,33.682.933.544,30.267.400.369,,33682933544.0,30267400369.0
Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,,,
,,,Mua vật tư,5.934.450.118,40.056.338.829,,5934450118.0,40056338829.0
,,,Cấn trừ vật tư,-,340.434.513,,,340434513.0
Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,,,
,,,Cho vay,1.068.791.946,964.400.780,,1068791946.0,964400780.0
,,,Lãi cho vay,1.068.791.946,964.400.780,,1068791946.0,964400780.0
,,,Chi phí vật tư,13.800.000,-,,13800000.0,
Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,,,
,,,Góp vốn,-,1.020.000.000,,,1020000000.0
,,,Cung cấp dịch vụ,-,481.501.200,,,481501200.0
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,,,
,,,Chi phí thuê văn phòng,155.944.800,323.004.180,,155944800.0,323004180.0
Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,,,
,,,Thu nhập từ cho thuê,4.000.000,4.500.000,,4000000.0,4500000.0
