row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Lợi nhuận kế toán trước thuếĐiều chỉnh tăng/ (giảm) lợi nhuận kế toán đế xác định lợi nhuận chịu thuế TNDN,Lợi nhuận kế toán trước thuếĐiều chỉnh tăng/ (giảm) lợi nhuận kế toán đế xác định lợi nhuận chịu thuế TNDN,Lợi nhuận kế toán trước thuếĐiều chỉnh tăng/ (giảm) lợi nhuận kế toán đế xác định lợi nhuận chịu thuế TNDN,646.325.027.145,913.870.958.694,646325027145.0,913870958694.0
+ Các khoản điều chỉnh tăng,+ Các khoản điều chỉnh tăng,+ Các khoản điều chỉnh tăng,7.056.568.615,6.549.582.228,7056568615.0,6549582228.0
+ Các khoản điều chỉnh giảm,+ Các khoản điều chỉnh giảm,+ Các khoản điều chỉnh giảm,(96.458.354.095),(113.534.619.830),-96458354095.0,-113534619830.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,556.923.241.665,806.885.921.092,556923241665.0,806885921092.0
Thu nhập miễn thuế,Thu nhập miễn thuế,Thu nhập miễn thuế,(138.146.600.793),-,-138146600793.0,
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,418.776.640.872,806.885.921.092,418776640872.0,806885921092.0
Lỗ kỳ trước chuyển sang,Lỗ kỳ trước chuyển sang,Lỗ kỳ trước chuyển sang,(418.776.640.872),(806.885.921.092),-418776640872.0,-806885921092.0
Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,-,-,,
Thuế suất thuế TNDN hiện hành,Thu nhập tính thuế TNDN > Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,-,,
