row_label_raw,row_label_full,col_0,Số dư đầu năm,Số phát sinh trong năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Số phát sinh trong năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,987,15.975,(15.719),1.243,987.0,15975.0,-15719.0,1243.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,63.942,206.385,(170.915),99.412,63942.0,206385.0,-170915.0,99412.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,17.533,143.122,(144.588),16.067,17533.0,143122.0,-144588.0,16067.0
,,,82.462,365.482,(331.222),116.722,82462.0,365482.0,-331222.0,116722.0
