row_label_raw,row_label_full,col_0,Vốn góp/Vốn điều lệ,Thặng dư vốn cổ phần,Quỹ đầu tư phát triển,Quỹ dự phòng tài chính,Quỹ dự trữ bổ sung vốn điều lệ,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn góp/Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tư phát triển,numeric__Quỹ dự phòng tài chính,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,8.133.863,7.398,564,543.010,251.243,864.353,9.800.431,8133863.0,7398.0,564.0,543010.0,251243.0,864353.0,9800431.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,200.403,99.891,-,82.698,41.349,854.367,1.278.708,200403.0,99891.0,,82698.0,41349.0,854367.0,1278708.0
Tăng vốn trong năm (i),Tăng vốn trong năm (i),Tăng vốn trong năm (i),200.403,99.891,-,-,-,-,300.294,200403.0,99891.0,,,,,300294.0
Lợi nhuận tăng trong năm,Lợi nhuận tăng trong năm,Lợi nhuận tăng trong năm,-,-,-,-,-,854.367,854.367,,,,,,854367.0,854367.0
Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),-,-,-,82.698,41.349,-,124.047,,,,82698.0,41349.0,,124047.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,-,-,(210.880),(210.880),,,,,,-210880.0,-210880.0
Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),Trích bổ sung các quỹ từ lợi nhuận năm trước (ii),-,-,-,-,-,(210.880),(210.880),,,,,,-210880.0,-210880.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,8.334.266,107.289,564,625.708,292.592,1.507.840,10.868.259,8334266.0,107289.0,564.0,625708.0,292592.0,1507840.0,10868259.0
