row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Dụng cụ văn phòng VND,Tổng cộng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Dụng cụ văn phòng VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,10.388.578.595,87.740.736,8.062.570.909,2.204.739.562,20.743.629.802,10388578595.0,87740736.0,8062570909.0,2204739562.0,20743629802.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,158.218.600,-,-,225.058.182,383.276.782,158218600.0,,,225058182.0,383276782.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,10.546.797.195,87.740.736,8.062.570.909,2.429.797.744,21.126.906.584,10546797195.0,87740736.0,8062570909.0,2429797744.0,21126906584.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,8.947.944.677,87.740.736,8.016.180.286,1.719.747.366,18.771.613.065,8947944677.0,87740736.0,8016180286.0,1719747366.0,18771613065.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,844.593.304,-,46.390.623,135.556.788,1.026.540.715,844593304.0,,46390623.0,135556788.0,1026540715.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,9.792.537.981,87.740.736,8.062.570.909,1.855.304.154,19.798.153.780,9792537981.0,87740736.0,8062570909.0,1855304154.0,19798153780.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.440.633.918,-,46.390.623,484.992.196,1.972.016.737,1440633918.0,,46390623.0,484992196.0,1972016737.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,754.259.214,-,-,574.493.590,1.328.752.804,754259214.0,,,574493590.0,1328752804.0
