row_label_raw,row_label_full,col_0,Thuyết minh,Loại tiền,Lãi suất năm,31/12/2016 VND,1/1/2016 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Vay cá nhân,Vay cá nhân,Vay cá nhân,(i),VND,"8,3%",79.583.671.667,77.444.000.000,,,0.083,79583671667.0,77444000000.0
Vay Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông Anh,Vay Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông Anh,Vay Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông Anh,(ii),VND,"7,5 - 8%",699.493.200,-,,,,699493200.0,
Vay từ công ty con – Công ty CP Đầu tư Khánh Hà,Vay từ công ty con – Công ty CP Đầu tư Khánh Hà,Vay từ công ty con – Công ty CP Đầu tư Khánh Hà,(iii),VND,"6,8%",108.000.000.000,33.000.000.000,,,0.068,108000000000.0,33000000000.0
Vay từ công ty con – Công ty CP Thủy điện Sông Tranh 4,Vay từ công ty con – Công ty CP Thủy điện Sông Tranh 4,Vay từ công ty con – Công ty CP Thủy điện Sông Tranh 4,(iv),VND,"4,5%",95.000.000.000,-,,,0.045,95000000000.0,
,,,,,,283.283.164.867,110.444.000.000,,,,283283164867.0,110444000000.0
