row_label_raw,row_label_full,col_0,Địa chỉ,Số lượng,% sở hữu,% quyền biểu quyết,1/1/2016 > Giá gốc VND,1/1/2016 > Dự phòng VND,1/1/2016 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Số lượng,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__1/1/2016 > Giá gốc VND,numeric__1/1/2016 > Dự phòng VND,numeric__1/1/2016 > Giá trị hợp lý VND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,
▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,,,,,,,
• Công ty CP Hà Đô 1,▪ Công ty con > • Công ty CP Hà Đô 1,• Công ty CP Hà Đô 1,Hà Nội,1.791.135,51%,51%,15.680.240.000,-,(*),,1791135.0,0.51,0.51,15680240000.0,,
• Công ty CP Hà Đô 23,▪ Công ty con > • Công ty CP Hà Đô 23,• Công ty CP Hà Đô 23,Hà Nội,2.821.410,60%,60%,28.213.900.000,-,(*),,2821410.0,0.6,0.6,28213900000.0,,
• Công ty CP Hà Đô 4,▪ Công ty con > • Công ty CP Hà Đô 4,• Công ty CP Hà Đô 4,TP. Hồ Chí Minh,1.679.684,51%,51%,14.605.950.000,-,(*),,1679684.0,0.51,0.51,14605950000.0,,
• Công ty CP Đầu tư Khánh Hà (i),▪ Công ty con > • Công ty CP Đầu tư Khánh Hà (i),• Công ty CP Đầu tư Khánh Hà (i),Nha Trang,3.900.000,30%,30%,39.000.000.000,-,(*),,3900000.0,0.3,0.3,39000000000.0,,
• Công ty CP Hà Đô - 756 Sài Gòn,▪ Công ty con > • Công ty CP Hà Đô - 756 Sài Gòn,• Công ty CP Hà Đô - 756 Sài Gòn,TP. Hồ Chí Minh,28.350.000,65%,65%,283.500.000.000,-,(*),,28350000.0,0.65,0.65,283500000000.0,,
• Công ty CP Cơ điện Xây dựng Thiết bị Công nghiệp Hà Đô,▪ Công ty con > • Công ty CP Cơ điện Xây dựng Thiết bị Công nghiệp Hà Đô,• Công ty CP Cơ điện Xây dựng Thiết bị Công nghiệp Hà Đô,Hà Nội,51.051,51%,51%,3.570.000.000,-,(*),,51051.0,0.51,0.51,3570000000.0,,
• Công ty CP Tư vấn Hà Đô,▪ Công ty con > • Công ty CP Tư vấn Hà Đô,• Công ty CP Tư vấn Hà Đô,Hà Nội,102.000,51%,51%,1.020.000.000,-,(*),,102000.0,0.51,0.51,1020000000.0,,
• Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,▪ Công ty con > • Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,• Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,"Viên Chăn, Lào",,100%,100%,181.634.006.722,-,(*),,,1.0,1.0,181634006722.0,,
• Công ty TNHH MTV Quản lý và Kinh doanh BĐS Hà Đô,▪ Công ty con > • Công ty TNHH MTV Quản lý và Kinh doanh BĐS Hà Đô,• Công ty TNHH MTV Quản lý và Kinh doanh BĐS Hà Đô,Hà Nội,,100%,100%,626.255.918,-,(*),,,1.0,1.0,626255918.0,,
• Công ty TNHH MTV Quản lý - Vận hành - Khai thác BĐS Hà Đô,▪ Công ty con > • Công ty TNHH MTV Quản lý - Vận hành - Khai thác BĐS Hà Đô,• Công ty TNHH MTV Quản lý - Vận hành - Khai thác BĐS Hà Đô,TP. Hồ Chí Minh,,100%,100%,420.855.990,-,(*),,,1.0,1.0,420855990.0,,
,,,,,,,568.271.208.630,-,(*),,,,,568271208630.0,,
▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,,,,,,,
• Công ty CP Za Hưng (**),▪ Công ty liên kết > • Công ty CP Za Hưng (**),• Công ty CP Za Hưng (**),Hà Nội,1.350.093,37%,37%,135.171.880.000,-,(*),,1350093.0,0.37,0.37,135171880000.0,,
• Công ty CP Thương mại Hà Đô,▪ Công ty liên kết > • Công ty CP Thương mại Hà Đô,• Công ty CP Thương mại Hà Đô,TP. Hồ Chí Minh,180.000,29%,29%,1.800.000.000,(1.800.000.000),(*),,180000.0,0.29,0.29,1800000000.0,-1800000000.0,
,,,,,,,136.971.880.000,(1.800.000.000),(*),,,,,136971880000.0,-1800000000.0,
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,,,,
• Công ty CP Đầu tư An Lạc,▪ Đơn vị khác > • Công ty CP Đầu tư An Lạc,• Công ty CP Đầu tư An Lạc,Hà Nội,190.159,7%,7%,12.000.000.000,-,(*),,190159.0,0.07,0.07,12000000000.0,,
,,,,,,,717.243.088.630,(1.800.000.000),(*),,,,,717243088630.0,-1800000000.0,
