row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Phần mềmTriệu VND,Tổng cộngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Phần mềmTriệu VND,numeric__Tổng cộngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,342.874,413.368,756.242,342874.0,413368.0,756242.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,21.474,21.474,,21474.0,21474.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,1.611,45.482,47.093,1611.0,45482.0,47093.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(16.809),-,(16.809),-16809.0,,-16809.0
Chuyển từ tài sản Có khác,Nguyên giá > Chuyển từ tài sản Có khác,Chuyển từ tài sản Có khác,40.686,-,40.686,40686.0,,40686.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,368.362,480.324,848.686,368362.0,480324.0,848686.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2018,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,-,244.996,244.996,,244996.0,244996.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,37.019,37.019,,37019.0,37019.0
Tại ngày 31 tháng 12 năm 2018,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,-,282.015,282.015,,282015.0,282015.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,342.874,168.372,511.246,342874.0,168372.0,511246.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,368.362,198.309,566.671,368362.0,198309.0,566671.0
