row_label_raw,row_label_full,col_0,Mức độ rủi ro tín dụng tối đa,Mức độ rủi ro tín dụng tối đa_1,numeric__Mức độ rủi ro tín dụng tối đa,numeric__Mức độ rủi ro tín dụng tối đa_1
,,,31.12.2018Triệu VND,31.12.2017Triệu VND,,
Rủi ro tín dụng liên quan đến các tài sản nội bảng:,Rủi ro tín dụng liên quan đến các tài sản nội bảng:,Rủi ro tín dụng liên quan đến các tài sản nội bảng:,Rủi ro tín dụng liên quan đến các tài sản nội bảng:,Rủi ro tín dụng liên quan đến các tài sản nội bảng:,,
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,10.683.536,8.314.574,10683536.0,8314574.0
Tiền gửi và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,19.259.040,9.449.617,19259040.0,9449617.0
Chứng khoán kinh doanh - chứng khoán nợ,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Chứng khoán kinh doanh - chứng khoán nợ,Chứng khoán kinh doanh - chứng khoán nợ,899.577,1.036.829,899577.0,1036829.0
Cho vay khách hàng,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Cho vay khách hàng,Cho vay khách hàng,227.759.122,195.506.443,227759122.0,195506443.0
"Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán","Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán","Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán",7.493.482,7.261.983,7493482.0,7261983.0
- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > - Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,45.594.643,45.111.109,45594643.0,45111109.0
Các tài sản tài chính khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Các tài sản tài chính khác,Các tài sản tài chính khác,7.387.190,8.276.954,7387190.0,8276954.0
,,,319.076.590,274.957.509,319076590.0,274957509.0
Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết tín dụng,Rủi ro tín dụng liên quan đến các tài sản nội bảng: > Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết tín dụng,Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết tín dụng,9.392.780,10.316.910,9392780.0,10316910.0
