row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,113.974,132.180,113974.0,132180.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,13.385,21.365,13385.0,21365.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi có kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,12.115.410,9.155.054,12115410.0,9155054.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,4.964.800,2.847.975,4964800.0,2847975.0
,,,17.207.569,12.156.574,17207569.0,12156574.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
Bằng đồng Việt Nam,Vay các TCTD khác > Bằng đồng Việt Nam,Bằng đồng Việt Nam,2.616.578,2.550.742,2616578.0,2550742.0
Trong đó:,Trong đó:,Trong đó:,,,,
"- Vay chiết khấu, tái chiết khấu (Thuyết minh 9.1)","Trong đó: > - Vay chiết khấu, tái chiết khấu (Thuyết minh 9.1)","- Vay chiết khấu, tái chiết khấu (Thuyết minh 9.1)",1.309.929,2.471.170,1309929.0,2471170.0
"- Vay cẩm cố, thế chấp (Thuyết minh 9.1)","Trong đó: > - Vay cẩm cố, thế chấp (Thuyết minh 9.1)","- Vay cẩm cố, thế chấp (Thuyết minh 9.1)",1.250.000,-,1250000.0,
Bằng ngoại tệ,Trong đó: > Bằng ngoại tệ,Bằng ngoại tệ,928.000,672.750,928000.0,672750.0
,,,3.544.578,3.223.492,3544578.0,3223492.0
Tổng tiền gửi và vay các TCTD khác,Trong đó: > Tổng tiền gửi và vay các TCTD khác,Tổng tiền gửi và vay các TCTD khác,20.752.147,15.380.066,20752147.0,15380066.0
