row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.234.639,838.066,1234639.0,838066.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Chuyển tiền phải trả,Các khoản phải trả cho bên ngoài > - Chuyển tiền phải trả,- Chuyển tiền phải trả,378.334,214.782,378334.0,214782.0
- Các khoản phải nộp Ngân sách nhà nước (Thuyết minh 35),Các khoản phải trả cho bên ngoài > - Các khoản phải nộp Ngân sách nhà nước (Thuyết minh 35),- Các khoản phải nộp Ngân sách nhà nước (Thuyết minh 35),201.998,32.695,201998.0,32695.0
- Tiền giữ hộ và đợi thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,121.428,128.190,121428.0,128190.0
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,39.919,396.907,39919.0,396907.0
- Phải trả khác,Các khoản phải trả cho bên ngoài > - Phải trả khác,- Phải trả khác,311,727,311.0,727.0
Thu nhập chưa thực hiện,Các khoản phải trả cho bên ngoài > Thu nhập chưa thực hiện,Thu nhập chưa thực hiện,1.155,17.190,1155.0,17190.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",105.395,60.600,105395.0,60600.0
Quỹ phát triển khoa học và công nghệ (i),Các khoản phải trả cho bên ngoài > Quỹ phát triển khoa học và công nghệ (i),Quỹ phát triển khoa học và công nghệ (i),500.000,-,500000.0,
,,,2.583.179,1.689.157,2583179.0,1689157.0
