row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",13.365,10.286,13365.0,10286.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.105.378,2.587.521,3105378.0,2587521.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,732.829,657.257,732829.0,657257.0
- Các khoản chi đồng góp theo lương,- Các khoản chi đồng góp theo lương,- Các khoản chi đồng góp theo lương,318.993,154.367,318993.0,154367.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,5.472,3.352,5472.0,3352.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,2.048.084,1.772.545,2048084.0,1772545.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.357.314,1.021.182,1357314.0,1021182.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,291.692,276.989,291692.0,276989.0
- Chi khác,- Chi khác,- Chi khác,1.065.622,744.193,1065622.0,744193.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,1.910.112,1.250.735,1910112.0,1250735.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng(Hoàn nhập)/trích lập chi phí dự phòng giảm giá đầu tư dài hạn và dự phòng rủi ro tài sản khác (i)","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng(Hoàn nhập)/trích lập chi phí dự phòng giảm giá đầu tư dài hạn và dự phòng rủi ro tài sản khác (i)","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng(Hoàn nhập)/trích lập chi phí dự phòng giảm giá đầu tư dài hạn và dự phòng rủi ro tài sản khác (i)",302.316,262.075,302316.0,262075.0
,,,(147.357),948.704,-147357.0,948704.0
,,,6.541.128,6.080.503,6541128.0,6080503.0
