row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Thương mại,Thương mại,Thương mại,45.579.351,38.587.871,45579351.0,38587871.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",865.023,878.870,865023.0,878870.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,23.455.156,24.036.979,23455156.0,24036979.0
Xây dựng,Xây dựng,Xây dựng,10.844.437,8.436.770,10844437.0,8436770.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,4.555.122,3.455.588,4555122.0,3455588.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.676.641,2.540.324,2676641.0,2540324.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,545.873,374.516,545873.0,374516.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,3.523.773,4.065.394,3523773.0,4065394.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.702.848,2.506.603,2702848.0,2506603.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,10.206,21.650,10206.0,21650.0
Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,133.000.692,110.601.878,133000692.0,110601878.0
,,,227.759.122,195.506.443,227759122.0,195506443.0
