row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Tiền gửi tại công ty con,Tiền gửi tại công ty con,Tiền gửi tại công ty con,-,22.425,,22425.0
Cho vay công ty con,Cho vay công ty con,Cho vay công ty con,404.512,419.278,404512.0,419278.0
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),188.814,84.680,188814.0,84680.0
Tiền gửi của các công ty con,Tiền gửi của các công ty con,Tiền gửi của các công ty con,612.319,356.783,612319.0,356783.0
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,40.784,31.103,40784.0,31103.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),478.971,546.827,478971.0,546827.0
Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,Lãi dự thu từ tiền gửi tại công ty con,-,89,,89.0
Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,1.769,1.773,1769.0,1773.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),1.630,2.925,1630.0,2925.0
Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,2.483,621,2483.0,621.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,74,93,74.0,93.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),6.083,13.047,6083.0,13047.0
Phải thu công ty con,Phải thu công ty con,Phải thu công ty con,1.694,5.761,1694.0,5761.0
Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (i),-,9.500,,9500.0
Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,83.602,135.090,83602.0,135090.0
