row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Bất động sản",Bất động sản,400.442.719,317.223.763,400442719.0,317223763.0
Hàng tồn kho,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Hàng tồn kho",Hàng tồn kho,1.397.749,2.117.118,1397749.0,2117118.0
"Máy móc, thiết bị","Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Máy móc, thiết bị","Máy móc, thiết bị",6.268.822,5.729.059,6268822.0,5729059.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Giấy tờ có giá",Giấy tờ có giá,22.988.994,24.017.335,22988994.0,24017335.0
Trong đó:- GTCG do doanh nghiệp phát hành,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Trong đó:- GTCG do doanh nghiệp phát hành",Trong đó:- GTCG do doanh nghiệp phát hành,22.988.994,24.017.335,22988994.0,24017335.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cầm cố và chiết khấu của khách hàng > Tài sản khác",Tài sản khác,16.258.466,16.058.463,16258466.0,16058463.0
,,,447.356.750,365.145.738,447356750.0,365145738.0
,,,31.12.2018Triệu VND,31.12.2017Triệu VND,,
"Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác","Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác",,
Bất động sản,"Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Bất động sản",Bất động sản,519.216,492.479,519216.0,492479.0
Giấy tờ có giá,"Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Giấy tờ có giá",Giấy tờ có giá,5.932.000,3.263.119,5932000.0,3263119.0
Tài sản khác,"Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Tài sản khác",Tài sản khác,6.681.165,1.534.336,6681165.0,1534336.0
,,,13.132.381,5.289.934,13132381.0,5289934.0
"Tổng tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu","Tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu của các tổ chức tín dụng khác > Tổng tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu","Tổng tài sản, GTCG nhận thế chấp, cầm cố, và chiết khấu, tái chiết khấu",460.489.131,370.435.672,460489131.0,370435672.0
