row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Tổng cộng triệu đồng
,,,Không chịu lãi triệu đồng,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tài sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",7.028.347,-,-,-,-,-,-,-,-,7.028.347,7028347.0,,,,,,,,,7028347.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,-,23.182.208,-,-,-,-,-,23.182.208,,,,23182208.0,,,,,,23182208.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,-,108.434.619,19.795.393,1.220.000,1.062.000,-,-,130.512.012,,,,108434619.0,19795393.0,1220000.0,1062000.0,,,130512012.0
Chứng khoán kính doanh (*),Tài sản > Chứng khoán kính doanh (*),Chứng khoán kính doanh (*),-,-,-,3.279.561,-,-,-,-,-,3.279.561,,,,3279561.0,,,,,,3279561.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,281.166,-,-,-,-,-,281.166,,,,281166.0,,,,,,281166.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),-,13.690.952,5.209.721,310.740.548,251.122.454,206.135.768,56.004.678,19.957.270,2.064.557,864.925.948,,13690952.0,5209721.0,310740548.0,251122454.0,206135768.0,56004678.0,19957270.0,2064557.0,864925948.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),13.825.705,480.850,590.000,3.205.722,16.041.797,8.013.201,2.603.847,38.913.145,21.119.669,104.793.936,13825705.0,480850.0,590000.0,3205722.0,16041797.0,8013201.0,2603847.0,38913145.0,21119669.0,104793936.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",3.319.097,-,-,-,-,-,-,-,-,3.319.097,3319097.0,,,,,,,,,3319097.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,11.114.537,-,-,-,-,-,-,-,-,11.114.537,11114537.0,,,,,,,,,11114537.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),31.858.494,9,-,-,-,-,-,-,-,31.858.503,31858494.0,9.0,,,,,,,,31858503.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,67.146.180,14.171.811,5.799.721,449.123.824,286.959.644,215.368.969,59.670.525,58.870.415,23.184.226,1.180.295.315,67146180.0,14171811.0,5799721.0,449123824.0,286959644.0,215368969.0,59670525.0,58870415.0,23184226.0,1180295315.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,-,56.238.981,3.853.941,878.474,1.628.763,-,-,62.600.159,,,,56238981.0,3853941.0,878474.0,1628763.0,,,62600159.0
Tiền gửi và vay từ TCTD khác,Nợ phải trả > Tiền gửi và vay từ TCTD khác,Tiền gửi và vay từ TCTD khác,-,-,-,91.604.345,15.361.562,2.803.116,1.630.589,-,-,111.399.612,,,,91604345.0,15361562.0,2803116.0,1630589.0,,,111399612.0
