row_label_raw,row_label_full,col_0,Thuyết minh,2018 triệu đồng,2017 triệu đồng,numeric__Thuyết minh,numeric__2018 triệu đồng,numeric__2017 triệu đồng
Những thay đổi về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(60.680.120),(136.128.883),,-60680120.0,-136128883.0
Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tin dụng khác,Chênh lệch số tiền thực thu từ hoạt động > Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tin dụng khác,Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tin dụng khác,,1.061.676,(1.895.466),,1061676.0,-1895466.0
Giảm các khoản về kinh doanh chứng khoán,Chênh lệch số tiền thực thu từ hoạt động > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,22.721.999,3.496.089,,22721999.0,3496089.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,247.596,153.928,,247596.0,153928.0
Tăng các khoản cho vay khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(71.531.023),(121.036.561),,-71531023.0,-121036561.0
"Tăng nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Chênh lệch số tiền thực thu từ hoạt động > Tăng nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Tăng nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(2.706.866),(7.663.701),,-2706866.0,-7663701.0
Tăng khác về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(10.473.502),(9.183.172),,-10473502.0,-9183172.0
Những thay đổi về nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,61.048.848,139.860.930,,61048848.0,139860930.0
Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,,47.393.260,10.398.482,,47393260.0,10398482.0
"(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tin dụng","Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tin dụng","(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tin dụng",,(3.759.153),30.006.898,,-3759153.0,30006898.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Chênh lệch số tiền thực thu từ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,72.880.781,97.875.190,,72880781.0,97875190.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Chênh lệch số tiền thực thu từ hoạt động > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,23.714.586,(1.347.680),,23714586.0,-1347680.0
"(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro","Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro","(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro",,(430.129),288.690,,-430129.0,288690.0
(Giảm)/tăng khác về công nợ hoạt động,Chênh lệch số tiền thực thu từ hoạt động > (Giảm)/tăng khác về công nợ hoạt động,(Giảm)/tăng khác về công nợ hoạt động,,(78.750.497),2.639.973,,-78750497.0,2639973.0
Chi từ quỹ của tổ chức tin dụng,Chênh lệch số tiền thực thu từ hoạt động > Chi từ quỹ của tổ chức tin dụng,Chi từ quỹ của tổ chức tin dụng,,-,(623),,,-623.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,24.419.335,23.949.197,,24419335.0,23949197.0
