row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc,Miền Nam,Khác,Bù trừ,Đơn vị: triệu đồngTổng công,numeric__Miền Bắc,numeric__Miền Nam,numeric__Khác,numeric__Bù trừ,numeric__Đơn vị: triệu đồngTổng công
Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,Kết quả kinh doanh bộ phận trước thuế,3.964.695,378.859,2.386.848,-,6.730.402,3964695.0,378859.0,2386848.0,,6730402.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(1.271.984),(40),(33.140),-,(1.305.164),-1271984.0,-40.0,-33140.0,,-1305164.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,(8.809),-,-,-,(8.809),-8809.0,,,,-8809.0
Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,Kết quả kinh doanh bộ phận sau thuế,2.683.902,378.819,2.353.708,-,5.416.429,2683902.0,378819.0,2353708.0,,5416429.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,675.565.829,361.594.903,135.477.088,(8.203.085),1.164.434.735,675565829.0,361594903.0,135477088.0,-8203085.0,1164434735.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,614.977.016,354.774.264,131.935.632,(4.707.694),1.096.979.218,614977016.0,354774264.0,131935632.0,-4707694.0,1096979218.0
