row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2018 triệu đồng,Ngày 31 tháng 12năm 2017 triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2018 triệu đồng,numeric__Ngày 31 tháng 12năm 2017 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,7.028.347,5.979.833,5.0,7028347.0,5979833.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,23.182.208,20.756.531,6.0,23182208.0,20756531.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,130.512.012,107.510.487,7.0,130512012.0,107510487.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,,126.276.846,101.938.284,,126276846.0,101938284.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,4.235.166,5.572.203,,4235166.0,5572203.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,-,-,,,
Chứng khoán kinh doanh,Dự phòng rủi ro > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,3.131.835,3.528.982,8.0,3131835.0,3528982.0
Chứng khoán kinh doanh,Dự phòng rủi ro > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,3.279.561,3.602.443,,3279561.0,3602443.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(147.726),(73.461),,-147726.0,-73461.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Dự phòng rủi ro > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,281.166,528.762,9.0,281166.0,528762.0
Cho vay khách hàng,Dự phòng rủi ro > Cho vay khách hàng,Cho vay khách hàng,,851.917.565,782.385.236,,851917565.0,782385236.0
Cho vay khách hàng,Dự phòng rủi ro > Cho vay khách hàng,Cho vay khách hàng,10,864.925.948,790.688.059,10.0,864925948.0,790688059.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(13.008.383),(8.302.823),11.0,-13008383.0,-8302823.0
Chứng khoán đầu tư,Dự phòng rủi ro > Chứng khoán đầu tư,Chứng khoán đầu tư,12,102.100.093,128.392.765,12.0,102100093.0,128392765.0
Chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,88.586.344,125.759.661,121.0,88586344.0,125759661.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,16.207.592,5.133.392,122.0,16207592.0,5133392.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.4,(2.693.843),(2.500.288),124.0,-2693843.0,-2500288.0
"Góp vốn, đầu tư dài hạn","Dự phòng rủi ro > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,3.317.405,3.114.101,13.0,3317405.0,3114101.0
Vốn góp liên doanh,Dự phòng rủi ro > Vốn góp liên doanh,Vốn góp liên doanh,13.1,2.906.452,2.704.255,131.0,2906452.0,2704255.0
Đầu tư dài hạn khác,Dự phòng rủi ro > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,412.645,412.645,,412645.0,412645.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng rủi ro > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(1.692),(2.799),,-1692.0,-2799.0
Tài sản cố định,Dự phòng rủi ro > Tài sản cố định,Tài sản cố định,,11.114.537,11.436.527,,11114537.0,11436527.0
Tài sản cố định hữu hình,Dự phòng rủi ro > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,6.193.312,6.386.736,14.0,6193312.0,6386736.0
Nguyên giá tài sản cố định,Dự phòng rủi ro > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,13.925.207,13.310.305,,13925207.0,13310305.0
Khẩu hao tài sản cố định,Dự phòng rủi ro > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(7.731.895),(6.923.569),,-7731895.0,-6923569.0
Tài sản cố định vô hình,Dự phòng rủi ro > Tài sản cố định vô hình,Tài sản cố định vô hình,15,4.921.225,5.049.791,15.0,4921225.0,5049791.0
Nguyên giá tài sản cố định,Dự phòng rủi ro > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,6.424.369,6.320.043,,6424369.0,6320043.0
Hao mòn tài sản cố định,Dự phòng rủi ro > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.503.144),(1.270.252),,-1503144.0,-1270252.0
Tài sản Có khác,Dự phòng rủi ro > Tài sản Có khác,Tài sản Có khác,16,31.849.567,31.427.618,16.0,31849567.0,31427618.0
Các khoản phải thu,Dự phòng rủi ro > Các khoản phải thu,Các khoản phải thu,16.1,21.556.765,13.714.382,161.0,21556765.0,13714382.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,6.901.214,14.523.919,,6901214.0,14523919.0
Tài sản Có khác,Dự phòng rủi ro > Tài sản Có khác,Tài sản Có khác,16.2,3.400.524,3.197.133,162.0,3400524.0,3197133.0
Trong đó: Lợi thế thương mại,Dự phòng rủi ro > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,17,907,2.722,17.0,907.0,2722.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,,(8.936),(7.816),,-8936.0,-7816.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.164.434.735,1.095.060.842,,1164434735.0,1095060842.0
