row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018triệu đồng,%,Ngày 31 tháng 12năm 2017triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,35.753.678,"4,13",30.642.778,"3,88",35753678.0,4.13,30642778.0,3.88
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,38.958.135,"4,50",51.982.101,"6,57",38958135.0,4.5,51982101.0,6.57
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,6.559.862,"0,76",7.321.453,"0,93",6559862.0,0.76,7321453.0,0.93
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,192.470.350,"22,25",168.898.190,"21,36",192470350.0,22.25,168898190.0,21.36
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,32.583.840,"3,77",39.887.528,"5,04",32583840.0,3.77,39887528.0,5.04
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,247.586.087,"28,64",228.977.373,"28,96",247586087.0,28.64,228977373.0,28.96
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,25.244,"0,00",67.494,"0,01",25244.0,0.0,67494.0,0.01
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,12.548.898,"1,45",14.515.648,"1,84",12548898.0,1.45,14515648.0,1.84
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,48.063.597,"5,56",47.013.578,"5,95",48063597.0,5.56,47013578.0,5.95
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.338.775,"0,15",1.317.511,"0,17",1338775.0,0.15,1317511.0,0.17
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",246.593.889,"28,51",196.444.680,"24,84",246593889.0,28.51,196444680.0,24.84
"Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",2.173.765,"0,25",2.792.703,"0,35",2173765.0,0.25,2792703.0,0.35
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,269.828,"0,03",827.022,"0,10",269828.0,0.03,827022.0,0.1
,,,864.925.948,100,790.688.059,100,864925948.0,100.0,790688059.0,100.0
