row_label_raw,row_label_full,col_0,Số dư đầu năm triệu đồng,Phát sinh trong năm > Số phải nộp triệu đồng,Phát sinh trong năm > Số đã nộp triệu đồng,Số dư cuối năm triệu đồng,numeric__Số dư đầu năm triệu đồng,numeric__Phát sinh trong năm > Số phải nộp triệu đồng,numeric__Phát sinh trong năm > Số đã nộp triệu đồng,numeric__Số dư cuối năm triệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,32.452,362.078,373.219,21.311,32452.0,362078.0,373219.0,21311.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,131.590,1.305.177,1.573.255,(136.488),131590.0,1305177.0,1573255.0,-136488.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,135.545,796.697,807.526,124.716,135545.0,796697.0,807526.0,124716.0
,,,299.587,2.463.952,2.754.000,9.539,299587.0,2463952.0,2754000.0,9539.0
