row_label_raw,row_label_full,col_0,2018triệu đồng,2017triệu đồng,numeric__2018triệu đồng,numeric__2017triệu đồng
"Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí",27.769,35.515,27769.0,35515.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,7.519.099,8.282.388,7519099.0,8282388.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,5.995.719,6.919.462,5995719.0,6919462.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,550.848,431.020,550848.0,431020.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,14.320,32.842,14320.0,32842.0
Chi khác,Chi khác,Chi khác,958.212,899.064,958212.0,899064.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.356.550,2.631.446,2356550.0,2631446.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,1.045.704,1.159.913,1045704.0,1159913.0
Chi khác về tài sản,Chi khác về tài sản,Chi khác về tài sản,1.310.846,1.471.533,1310846.0,1471533.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.292.312,3.572.296,3292312.0,3572296.0
Chi công tác phí,Chi công tác phí,Chi công tác phí,222.664,243.992,222664.0,243992.0
Chi các hoạt động đoàn thể của TCTD,Chi các hoạt động đoàn thể của TCTD,Chi các hoạt động đoàn thể của TCTD,52.604,45.620,52604.0,45620.0
Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.017.044,3.282.684,3017044.0,3282684.0
Chi bảo hiểm tiền gửi của khách hàng,Chi bảo hiểm tiền gửi của khách hàng,Chi bảo hiểm tiền gửi của khách hàng,629.513,542.652,629513.0,542652.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,431.008,5.480,431008.0,5480.0
,,,14.256.251,15.069.777,14256251.0,15069777.0
