row_label_raw,row_label_full,col_0,2018triệu đồng,2017triệu đồng,numeric__2018triệu đồng,numeric__2017triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ nợ xấu đã được xử lý,Thu nhập từ hoạt động khác > Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,1.968.711,2.654.831,1968711.0,2654831.0
Thu từ các công cụ tài chính phải sinh khác,Thu nhập từ hoạt động khác > Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,542.512,231.010,542512.0,231010.0
"Thu từ chuyển nhượng, thanh lý tài sản","Thu nhập từ hoạt động khác > Thu từ chuyển nhượng, thanh lý tài sản","Thu từ chuyển nhượng, thanh lý tài sản",6.084,42.833,6084.0,42833.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,385.917,305.238,385917.0,305238.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,
Chi về các công cụ tài chính phải sinh khác,Chi phí cho hoạt động khác > Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(450.370),(255.667),-450370.0,-255667.0
"Chi từ chuyển nhượng, thanh lý tài sản","Chi phí cho hoạt động khác > Chi từ chuyển nhượng, thanh lý tài sản","Chi từ chuyển nhượng, thanh lý tài sản",(5.037),(5.259),-5037.0,-5259.0
Chi phí khác,Chi phí cho hoạt động khác > Chi phí khác,Chi phí khác,(569.407),(978.114),-569407.0,-978114.0
Lãi thuần từ hoạt động khác,Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.878.410,1.994.872,1878410.0,1994872.0
