row_label_raw,row_label_full,col_0,2018triệu đồng,2017triệu đồng,numeric__2018triệu đồng,numeric__2017triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.954.421,4.302.331,5954421.0,4302331.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,2.626.613,2.016.316,2626613.0,2016316.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,51.398,51.540,51398.0,51540.0
Thu phí khác,Thu phí khác,Thu phí khác,3.276.410,2.234.475,3276410.0,2234475.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.186.894),(2.447.131),-3186894.0,-2447131.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(1.547.393),(1.175.581),-1547393.0,-1175581.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(47.353),(30.611),-47353.0,-30611.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(282.232),(189.858),-282232.0,-189858.0
Chi khác,Chi khác,Chi khác,(1.309.916),(1.051.081),-1309916.0,-1051081.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,2.767.527,1.855.200,2767527.0,1855200.0
