row_label_raw,row_label_full,col_0,2018triệu đồng,2017triệu đồng,numeric__2018triệu đồng,numeric__2017triệu đồng
Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),6.730.402,9.206.194,6730402.0,9206194.0
- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(229.761),(230.387),-229761.0,-230387.0
- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,- Lợi nhuận của công ty con,(702.390),(557.308),-702390.0,-557308.0
- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,(110.883),(307.164),-110883.0,-307164.0
- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,- Biến động dự phòng cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,146.254,5.666,146254.0,5666.0
- Khác,- Khác,- Khác,27.398,46.917,27398.0,46917.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,5.861.020,8.163.918,5861020.0,8163918.0
Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,Chi phí thuế TNDN của Ngân hàng mẹ theo thuế suất hiện hành,1.172.204,1.632.784,1172204.0,1632784.0
Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,132.960,114.625,132960.0,114625.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,1.305.164,1.747.409,1305164.0,1747409.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,131.590,177.602,131590.0,177602.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.573.255),(1.793.430),-1573255.0,-1793430.0
Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,Điều chỉnh chênh lệch thuế TNDN của các năm trước,13,9,13.0,9.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,(136.488),131.590,-136488.0,131590.0
