row_label_raw,row_label_full,col_0,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
Giá vốn bán hàng,Giá vốn bán hàng,Giá vốn bán hàng,1.433.406.882.461,2.178.621.878.591,1433406882461.0,2178621878591.0
- Giá vốn bán đá,- Giá vốn bán đá,- Giá vốn bán đá,130.806.652.635,153.642.314.821,130806652635.0,153642314821.0
- Giá vốn linh kiện điện tử,- Giá vốn linh kiện điện tử,- Giá vốn linh kiện điện tử,1.085.731.698.483,1.647.267.214.962,1085731698483.0,1647267214962.0
"- Giá vốn bán gỗ, sân phẩm từ gỗ","- Giá vốn bán gỗ, sân phẩm từ gỗ","- Giá vốn bán gỗ, sân phẩm từ gỗ",9.212.202.734,11.233.035.572,9212202734.0,11233035572.0
- Giá vốn bán phân bón,- Giá vốn bán phân bón,- Giá vốn bán phân bón,114.635.182.847,253.236.203.857,114635182847.0,253236203857.0
- Giá vốn bán điện thương phẩm,- Giá vốn bán điện thương phẩm,- Giá vốn bán điện thương phẩm,11.124.416.281,-,11124416281.0,
- Giá vốn sân phẩm nông nghiệp,- Giá vốn sân phẩm nông nghiệp,- Giá vốn sân phẩm nông nghiệp,81.896.729.481,106.047.246.295,81896729481.0,106047246295.0
- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,-,7.195.863.084,,7195863084.0
Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,150.011.959.527,137.863.623.806,150011959527.0,137863623806.0
- Giá vốn cho thuê tài sản,- Giá vốn cho thuê tài sản,- Giá vốn cho thuê tài sản,3.913.125.322,6.295.706.653,3913125322.0,6295706653.0
- Giá vốn cung cấp dịch vụ,- Giá vốn cung cấp dịch vụ,- Giá vốn cung cấp dịch vụ,-,2.815.047.762,,2815047762.0
- Giá vốn thu phí BOT,- Giá vốn thu phí BOT,- Giá vốn thu phí BOT,145.998.834.205,128.579.138.374,145998834205.0,128579138374.0
- Giá vốn dịch vụ bến xe và xe buýt,- Giá vốn dịch vụ bến xe và xe buýt,- Giá vốn dịch vụ bến xe và xe buýt,100.000.000,100.000.000,100000000.0,100000000.0
- Giá vốn dịch vụ môi giới BĐS,- Giá vốn dịch vụ môi giới BĐS,- Giá vốn dịch vụ môi giới BĐS,-,73.731.017,,73731017.0
Giá vốn công trình xây lắp,Giá vốn công trình xây lắp,Giá vốn công trình xây lắp,4.315.112.999,-,4315112999.0,
Giá vốn bán bắt động sản đầu tư,Giá vốn bán bắt động sản đầu tư,Giá vốn bán bắt động sản đầu tư,66.819.517.973,-,66819517973.0,
Giá trị HTK hủy bỏ do hư hỏng,Giá trị HTK hủy bỏ do hư hỏng,Giá trị HTK hủy bỏ do hư hỏng,25.377.394.528,-,25377394528.0,
Trích lập/hoàn nhập dự phòng giảm giá hàng tồn kho,Trích lập/hoàn nhập dự phòng giảm giá hàng tồn kho,Trích lập/hoàn nhập dự phòng giảm giá hàng tồn kho,(13.774.903.728),24.810.969.121,-13774903728.0,24810969121.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,4.023.413.899,2.283.397.219,4023413899.0,2283397219.0
Cộng,Cộng,Cộng,1.670.179.377.659,2.343.579.868.737,1670179377659.0,2343579868737.0
