row_label_raw,row_label_full,Giá trị đầu kỳ,Năm 2020 > 196.758.637.842,Năm 2019 > 246.489.847.973,numeric__Năm 2020 > 196.758.637.842,numeric__Năm 2019 > 246.489.847.973
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,171.287.377.551,-,171287377551.0,
Phân bổ trong kỳ,Phân bổ trong kỳ,Phân bổ trong kỳ,40.593.323.830,34.451.579.919,40593323830.0,34451579919.0
Ảnh hưởng do thoái vốn,Ảnh hưởng do thoái vốn,Ảnh hưởng do thoái vốn,-,(16.821.748.016),,-16821748016.0
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,458.526.533,1.542.117.804,458526533.0,1542117804.0
Giá trị cuối kỳ,Giá trị cuối kỳ,Giá trị cuối kỳ,327.911.218.096,196.758.637.842,327911218096.0,196758637842.0
