row_label_raw,row_label_full,col_0,Nội dung,Năm 2020,Năm 2019,numeric__Nội dung,numeric__Năm 2020,numeric__Năm 2019
Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,,,
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Cho thuê tài sản,1.536.000.000,1.536.000.000,,1536000000.0,1536000000.0
Công ty CP DV CC Đức Long Bảo Lộc,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty CP DV CC Đức Long Bảo Lộc,Công ty CP DV CC Đức Long Bảo Lộc,Cho thuê tài sản,2.147.165.376,2.691.290.376,,2147165376.0,2691290376.0
Công ty TNHH Đức Long Dung Quất,Doanh thu bán hàng hóa và cung cấp dịch vụ > Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Doanh thu xây lắp,4.315.112.999,-,,4315112999.0,
"Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ",,,
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,"Mua hàng, nhận dịch vụ > Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam",Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Đi thuê tài sản,305.454.544,305.454.544,,305454544.0,305454544.0
Công ty TNHH Phú Thành Gia Pleiku,"Mua hàng, nhận dịch vụ > Công ty TNHH Phú Thành Gia Pleiku",Công ty TNHH Phú Thành Gia Pleiku,"Mua phân, đá các loại",120.253.652.000,105.011.857.000,,120253652000.0,105011857000.0
Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,,,
Công ty TNHH Phú Thành Gia Pleiku,Các giao dịch khác > Công ty TNHH Phú Thành Gia Pleiku,Công ty TNHH Phú Thành Gia Pleiku,Lãi cho vay,11.277.518.639,13.945.842.929,,11277518639.0,13945842929.0
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Các giao dịch khác > Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Lãi đi vay,322.677.166,133.764.529,,322677166.0,133764529.0
Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Các giao dịch khác > Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Công ty CP Tập đoàn Năng lượng Tái tạo Việt Nam,Đi vay,1.230.400.000,2.878.040.008,,1230400000.0,2878040008.0
Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Các giao dịch khác > Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Cổ tức được nhận,225.035.000,225.036.000,,225035000.0,225036000.0
