row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2020 VND,Năm 2019 VND,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2020 VND,numeric__Năm 2019 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,30,2.039.143.865.644,2.873.271.991.767,,1.0,30.0,2039143865644.0,2873271991767.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,31,4.652.362.980,9.479.336,,2.0,31.0,4652362980.0,9479336.0
3.,3.,3.,Doanh thu thuần về bán hàng và c.cấp dịch vụ,10,,2.034.491.502.664,2.873.262.512.431,,10.0,,2034491502664.0,2873262512431.0
4.,4.,4.,Giá vốn hàng bán,11,32,1.670.179.377.659,2.343.579.868.737,,11.0,32.0,1670179377659.0,2343579868737.0
5.,5.,5.,Lợi nhuận gộp bán hàng và c.cấp dịch vụ,20,,364.312.125.005,529.682.643.694,,20.0,,364312125005.0,529682643694.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,33,173.239.167.233,263.274.164.446,,21.0,33.0,173239167233.0,263274164446.0
7.,7.,7.,Chi phí tài chính,22,34,823.693.957.827,386.793.741.442,,22.0,34.0,823693957827.0,386793741442.0
,,,Trong đó: Chi phí lãi vay,23,,437.866.794.003,363.394.196.877,,23.0,,437866794003.0,363394196877.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty l.doanh, l.kết",24,,106.040.426,156.825.830,,24.0,,106040426.0,156825830.0
9.,9.,9.,Chi phí bán hàng,25,35.a,19.145.494.655,25.851.029.513,,25.0,,19145494655.0,25851029513.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,35.b,523.623.653.522,298.670.523.538,,26.0,,523623653522.0,298670523538.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,(828.805.773.340),81.798.339.477,,30.0,,-828805773340.0,81798339477.0
12.,12.,12.,Thu nhập khác,31,36,15.558.698.148,2.203.700.583,,31.0,36.0,15558698148.0,2203700583.0
13.,13.,13.,Chi phí khác,32,37,48.015.451.614,45.582.460.085,,32.0,37.0,48015451614.0,45582460085.0
14.,14.,14.,Lợi nhuận khác,40,,(32.456.753.466),(43.378.759.502),,40.0,,-32456753466.0,-43378759502.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,(861.262.526.806),38.419.579.975,,50.0,,-861262526806.0,38419579975.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,,13.647.349.906,28.448.244.090,,51.0,,13647349906.0,28448244090.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,54.867.646.714,17.429.936.776,,52.0,,54867646714.0,17429936776.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,(929.777.523.426),(7.458.600.891),,60.0,,-929777523426.0,-7458600891.0
18.1.,18.1.,18.1.,Lợi nhuận sau thuế của công ty mẹ,61,,(906.601.509.499),(1.308.251.543),,61.0,,-906601509499.0,-1308251543.0
18.2.,18.2.,18.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(23.176.013.927),(6.150.349.348),,62.0,,-23176013927.0,-6150349348.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,38,(3.029),(4),,70.0,38.0,-3029.0,-4.0
20.,20.,20.,Lãi suy giảm trên cổ phiếu,71,38,(3.029),(4),,71.0,38.0,-3029.0,-4.0
