row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 > Giá trị,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòng
Phải thu Nhà nước về cổ phần hóa (i),Phải thu Nhà nước về cổ phần hóa (i),Phải thu Nhà nước về cổ phần hóa (i),24.305.035.075,-,24.305.035.075,-,24305035075.0,,24305035075.0,
Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,7.948.896.585,(1.342.654.976),5.553.600.000,-,7948896585.0,-1342654976.0,5553600000.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,235.190.991.796,(64.106.605.294),184.339.601.822,(19.432.045.651),235190991796.0,-64106605294.0,184339601822.0,-19432045651.0
- Công ty CP Trồng rừng & Cây CN ĐLGL,- Công ty CP Trồng rừng & Cây CN ĐLGL,- Công ty CP Trồng rừng & Cây CN ĐLGL,24.307.687.444,(12.073.734.738),44.656.526.478,(4.003.580.426),24307687444.0,-12073734738.0,44656526478.0,-4003580426.0
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,33.136.501.512,(9.384.757.875),43.030.500.988,-,33136501512.0,-9384757875.0,43030500988.0,
- Công ty CP Đầu tư Xây dựng ĐLGL,- Công ty CP Đầu tư Xây dựng ĐLGL,- Công ty CP Đầu tư Xây dựng ĐLGL,24.931.007.623,(13.033.266.067),29.128.704.983,(9.840.251.581),24931007623.0,-13033266067.0,29128704983.0,-9840251581.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,152.815.795.217,(29.614.846.614),67.523.869.373,(5.588.213.644),152815795217.0,-29614846614.0,67523869373.0,-5588213644.0
"Phải thu các hộ trồng chè, cà phê","Phải thu các hộ trồng chè, cà phê","Phải thu các hộ trồng chè, cà phê",711.953.999,-,-,-,711953999.0,,,
Tạm ứng,Tạm ứng,Tạm ứng,6.607.136.826,-,27.643.947.630,-,6607136826.0,,27643947630.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",7.842.135.215,-,7.260.829.800,-,7842135215.0,,7260829800.0,
Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),Công ty Cổ phần Đầu tư Xây dựng Vạn Gia Long (ii),90.000.000.000,(6.752.771.548),300.000.000.000,-,90000000000.0,-6752771548.0,300000000000.0,
Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),Công ty TNHH SX-TM-DV Đồng Phú Hưng (iii),195.000.000.000,(58.500.000.000),195.000.000.000,-,195000000000.0,-58500000000.0,195000000000.0,
Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),Công ty CP Đầu tư Xây dựng Vạn Gia Long (tiền cọc trả cho KH),26.586.408.450,-,19.072.225.386,-,26586408450.0,,19072225386.0,
Ông Đoàn Hải Việt (iv),Ông Đoàn Hải Việt (iv),Ông Đoàn Hải Việt (iv),14.000.000.000,-,14.000.000.000,-,14000000000.0,,14000000000.0,
Lãi vay trả trước,Lãi vay trả trước,Lãi vay trả trước,2.013.914.637,-,-,-,2013914637.0,,,
"Phải thu BHXH, BHYT","Phải thu BHXH, BHYT","Phải thu BHXH, BHYT",37.687.200,-,34.778.800,-,37687200.0,,34778800.0,
Phải thu khác,Phải thu khác,Phải thu khác,35.472.842.746,(9.235.815.144),12.931.627.512,(6.907.281.801),35472842746.0,-9235815144.0,12931627512.0,-6907281801.0
Cộng,Cộng,Cộng,645.717.002.529,(139.937.846.962),790.141.646.025,(26.339.327.452),645717002529.0,-139937846962.0,790141646025.0,-26339327452.0
