row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,379.590.531,324.971.624,379590531.0,324971624.0
"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",581.654.234,598.853.880,581654234.0,598853880.0
Lãi trái phiếu chuyển đổi phải trả,Lãi trái phiếu chuyển đổi phải trả,Lãi trái phiếu chuyển đổi phải trả,1.443.858.450,1.443.858.450,1443858450.0,1443858450.0
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,410.443.655.151,294.791.633.756,410443655151.0,294791633756.0
Phải trả về chế độ đôi du (tài khoản phong tỏa),Phải trả về chế độ đôi du (tài khoản phong tỏa),Phải trả về chế độ đôi du (tài khoản phong tỏa),2.111.427.000,2.118.936.388,2111427000.0,2118936388.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,-,148.747.837,,148747837.0
Phải trả Nhà nước về cổ phần hóa,Phải trả Nhà nước về cổ phần hóa,Phải trả Nhà nước về cổ phần hóa,321.616.592,321.616.592,321616592.0,321616592.0
Tạm nhập cà phê ký gửi (*),Tạm nhập cà phê ký gửi (*),Tạm nhập cà phê ký gửi (*),595.573.781,2.318.848.741,595573781.0,2318848741.0
Phải trả về tiền đặt cọc mua bán căn hộ (dự án Western Park),Phải trả về tiền đặt cọc mua bán căn hộ (dự án Western Park),Phải trả về tiền đặt cọc mua bán căn hộ (dự án Western Park),17.871.608.548,18.596.560.123,17871608548.0,18596560123.0
Phải trả về tiền đặt cọc mua bán căn hộ (dự án The Elysium),Phải trả về tiền đặt cọc mua bán căn hộ (dự án The Elysium),Phải trả về tiền đặt cọc mua bán căn hộ (dự án The Elysium),-,13.967.098.709,,13967098709.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",15.218.316.159,13.021.444.112,15218316159.0,13021444112.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",6.869.424.191,8.761.716.404,6869424191.0,8761716404.0
Cộng,Cộng,Cộng,455.836.724.637,356.414.286.616,455836724637.0,356414286616.0
