row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ tái phát hành cổ phiếu quỹ,31,-,989.473.561,,31.0,,989473561.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,5.038.851.418.528,4.263.266.856.787,,33.0,5038851418528.0,4263266856787.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(5.305.838.212.039),(4.029.372.530.833),,34.0,-5305838212039.0,-4029372530833.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(140.838.341.900),(254.031.753.850),,36.0,-140838341900.0,-254031753850.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(407.825.135.411),(19.147.954.335),,40.0,-407825135411.0,-19147954335.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(68.804.626.880),379.912.504.572,,50.0,-68804626880.0,379912504572.0
,,,Tiền và tương đương tiền đầu năm,60,675.607.103.925,296.219.053.798,,60.0,675607103925.0,296219053798.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,267.020.484,(524.454.445),,61.0,267020484.0,-524454445.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,607.069.497.529,675.607.103.925,,70.0,607069497529.0,675607103925.0
