row_label_raw,row_label_full,col_0,Số lượng > Số lượng cổ phiếu,Số lượng > Giá trị VND,Số lượng > Dự phòng VND,Số cuối năm > Giá trị hợp lý VND,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị VND,Số đầu năm > Dự phòng VND,Số đầu năm > Giá trị hợp lý VND,numeric__Số lượng > Số lượng cổ phiếu,numeric__Số lượng > Giá trị VND,numeric__Số lượng > Dự phòng VND,numeric__Số cuối năm > Giá trị hợp lý VND,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND,numeric__Số đầu năm > Giá trị hợp lý VND
Công ty Cổ phần Cao su Bến Thành (i),Công ty Cổ phần Cao su Bến Thành (i),Công ty Cổ phần Cao su Bến Thành (i),2.310.000,42.000.000.000,(14.049.000.000),27.951.000.000,2.310.000,42.000.000.000,(18.438.000.000),23.562.000.000,2310000.0,42000000000.0,-14049000000.0,27951000000.0,2310000.0,42000000000.0,-18438000000.0,23562000000.0
Công ty Cổ phần Vicem Thạch Cao Xi măng (i),Công ty Cổ phần Vicem Thạch Cao Xi măng (i),Công ty Cổ phần Vicem Thạch Cao Xi măng (i),700.000,14.000.000.000,(10.780.000.000),3.220.000.000,700.000,14.000.000.000,(11.480.000.000),2.520.000.000,700000.0,14000000000.0,-10780000000.0,3220000000.0,700000.0,14000000000.0,-11480000000.0,2520000000.0
,,,3.010.000,56.000.000.000,(24.829.000.000),31.171.000.000,3.010.000,56.000.000.000,(29.918.000.000),26.082.000.000,3010000.0,56000000000.0,-24829000000.0,31171000000.0,3010000.0,56000000000.0,-29918000000.0,26082000000.0
