row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VND Giá trị ghi số,Số cuối năm > Giá gốc_1,Số đầu năm > VND Giá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VND Giá trị ghi số,numeric__Số cuối năm > Giá gốc_1,numeric__Số đầu năm > VND Giá trị ghi số
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,16.189.284.652,16.189.284.652,15.344.612.389,15.344.612.389,16189284652.0,16189284652.0,15344612389.0,15344612389.0
,,,16.189.284.652,16.189.284.652,15.344.612.389,15.344.612.389,16189284652.0,16189284652.0,15344612389.0,15344612389.0
