row_label_raw,row_label_full,Ông Đình Quang Dũng,Chủ tịch,numeric__Chủ tịch
Ông Lưu Đình Cường,Ông Lưu Đình Cường,Ông Lưu Đình Cường,Thành viên,
Ông Nguyễn Văn Lập,Ông Nguyễn Văn Lập,Ông Nguyễn Văn Lập,Thành viên,
Ông Phan Xuân Hiệu,Ông Phan Xuân Hiệu,Ông Phan Xuân Hiệu,Thành viên,
Ông Hoàng Cảnh Nguyễn,Ông Hoàng Cảnh Nguyễn,Ông Hoàng Cảnh Nguyễn,Thành viên độc lập,
Ông Võ Ngọc Trung,Ông Võ Ngọc Trung,Ông Võ Ngọc Trung,Thành viên (bố nhiệm ngày 24 tháng 4 năm 2023),
Ông Nguyễn Quốc Huy,Ông Nguyễn Quốc Huy,Ông Nguyễn Quốc Huy,Thành viên độc lập (bố nhiệm ngày 24 tháng 4 năm 2023),
Ông Bùi Nguyên Quỳnh,Ông Bùi Nguyên Quỳnh,Ông Bùi Nguyên Quỳnh,Thành viên (miễn nhiệm ngày 24 tháng 4 năm 2023),
Ông Nguyễn Văn Chuyên,Ông Nguyễn Văn Chuyên,Ông Nguyễn Văn Chuyên,Thành viên độc lập (miễn nhiệm ngày 24 tháng 4 năm 2023),
