row_label_raw,row_label_full,col_0,TÀI SẢN,Thuyết,Thuyết_1,Thuyết_2,Thuyết_3,numeric__TÀI SẢN,numeric__Thuyết,numeric__Thuyết_1,numeric__Thuyết_2,numeric__Thuyết_3
,,,TÀI SẢN,Mã số,minh,Số cuối năm,Số đầu năm,,,,,
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,1.968.851.936.864,2.372.965.174.466,,100.0,,1968851936864.0,2372965174466.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,607.069.497.529,675.607.103.925,,110.0,4.0,607069497529.0,675607103925.0
1.,1.,1.,Tiền,111,,606.493.375.644,625.052.273.029,,111.0,,606493375644.0,625052273029.0
2.,2.,2.,Các khoản tương đương tiền,112,,576.121.885,50.554.830.896,,112.0,,576121885.0,50554830896.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,16.189.284.652,15.344.612.389,,120.0,5.0,16189284652.0,15344612389.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,16.189.284.652,15.344.612.389,,123.0,,16189284652.0,15344612389.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,439.080.200.021,498.038.479.506,,130.0,,439080200021.0,498038479506.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,278.817.009.522,260.600.402.660,,131.0,6.0,278817009522.0,260600402660.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,52.666.704.154,67.637.275.721,,132.0,7.0,52666704154.0,67637275721.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,107.596.486.345,169.681.457.894,,136.0,8.0,107596486345.0,169681457894.0
4.,4.,4.,Tài sản thiếu chờ xử lý,139,,-,119.343.231,,139.0,,,119343231.0
IV.,IV.,IV.,Hàng tồn kho,140,9,846.615.468.085,1.044.109.542.055,,140.0,9.0,846615468085.0,1044109542055.0
1.,1.,1.,Hàng tồn kho,141,,883.104.090.870,1.088.349.925.170,,141.0,,883104090870.0,1088349925170.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(36.488.622.785),(44.240.383.115),,149.0,,-36488622785.0,-44240383115.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,59.897.486.577,139.865.436.591,,150.0,,59897486577.0,139865436591.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,41.966.945.099,53.198.828.212,,151.0,10.0,41966945099.0,53198828212.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,17.929.979.549,86.666.046.450,,152.0,,17929979549.0,86666046450.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,11,561.929,561.929,,153.0,11.0,561929.0,561929.0
