row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích trực tiếp,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích trực tiếp,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
5.,5.,5.,"Công ty Cổ phần Thiết bị Đo điện EMIC (""EMIC"")",Hà Nội,"74,99%","74,99%","Sản xuất và kinh doanh thiết bị đo điện gồm công tơ điện, đồng hồ Volt-Ampe, máy biến dòng, máy biến áp, tủ điện và các sản phẩm khác",,,0.7498999999999999,0.7498999999999999,
6.,6.,6.,"Công ty TNHH Phát điện GELEX (""Phát điện GELEX"")",Hà Nội,100%,100%,"Quản lý các khoản đầu tư trong lĩnh vực sản xuất, truyền tải và phân phối điện",,,1.0,1.0,
7.,7.,7.,"Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE (""MEE"")",Hà Nội,"66,79%","66,79%",Sản xuất và kinh doanh máy biến áp,,,0.6679,0.6679,
8.,8.,8.,"Công ty Cổ phần Mua bán điện GELEX (""GETC"")",Hà Nội,"70,82%","70,82%",Truyền tải và phân phối điện,,,0.7081999999999999,0.7081999999999999,
