row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Thù lao Hội đồng Quản trị,Thù lao Hội đồng Quản trị,Thù lao Hội đồng Quản trị,Chức vụ,720.000.000,720.000.000,,720000000.0,720000000.0
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Chủ tịch HĐQT,240.000.000,240.000.000,,240000000.0,240000000.0
Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Đặng Phan Tường,Ông Đặng Phan Tường,Ông Đặng Phan Tường,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Thành viên HĐQT,120.000.000,80.000.000,,120000000.0,80000000.0
Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Thành viên HĐQT,90.000.000,-,,90000000.0,
Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Thành viên HĐQT,30.000.000,120.000.000,,30000000.0,120000000.0
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Thành viên IIĐQT,-,40.000.000,,,40000000.0
Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Chức vụ,1.240.000.000,2.285.000.000,,1240000000.0,2285000000.0
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Chủ tịch HĐQT,20.000.000,20.000.000,,20000000.0,20000000.0
Ông Đặng Phan Tường,Ông Đặng Phan Tường,Ông Đặng Phan Tường,Thành viên HĐQT,860.000.000,1.025.000.000,,860000000.0,1025000000.0
Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Thành viên HĐQT,320.000.000,620.000.000,,320000000.0,620000000.0
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Thành viên HĐQT,20.000.000,20.000.000,,20000000.0,20000000.0
Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Thành viên HĐQT,20.000.000,-,,20000000.0,
Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Ông Nguyễn Trọng Tiểu,Thành viên HĐQT,-,600.000.000,,,600000000.0
Tổng cộng,Tổng cộng,Tổng cộng,,1.960.000.000,3.005.000.000,,1960000000.0,3005000000.0
