row_label_raw,row_label_full,col_0,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
,,,Chức vụ,VND,VND,,,
Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Tổng Giám đốc,2.002.000.000,440.000.000,,2002000000.0,440000000.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,1.727.414.286,1.766.625.000,,1727414286.0,1766625000.0
,,,,3.729.414.286,2.206.625.000,,3729414286.0,2206625000.0
