row_label_raw,row_label_full,col_0,Vốn đã góp,Vốn đã góp_1,Vốn đã góp_2,Vốn đã góp_3,numeric__Vốn đã góp,numeric__Vốn đã góp_1,numeric__Vốn đã góp_2,numeric__Vốn đã góp_3
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,VND,%,VND,%,,,,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,2.399.956.000.000,"80,0",2.399.956.000.000,"80,0",2399956000000.0,80.0,2399956000000.0,80.0
Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,150.000.000.000,"5,0",165.000.000.000,"5,5",150000000000.0,5.0,165000000000.0,5.5
Công ty Cổ phần Cơ điện Trần Phú,Công ty Cổ phần Cơ điện Trần Phú,Công ty Cổ phần Cơ điện Trần Phú,-,"0,0",220.000.000.000,"7,3",,0.0,220000000000.0,7.3
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,450.044.000.000,"15,0",215.044.000.000,"7,2",450044000000.0,15.0,215044000000.0,7.2
,,,3.000.000.000.000,100,3.000.000.000.000,100,3000000000000.0,100.0,3000000000000.0,100.0
