row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
1.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu và bán cổ phiếu quỹ",31,4.900.000.000,15.120.000.000,,31.0,4900000000.0,15120000000.0
2.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2.,2.,Tiền thu từ đi vay,33,12.446.607.938.233,8.329.721.326.789,,33.0,12446607938233.0,8329721326789.0
3.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.,3.,Tiền trả nợ gốc vay,34,(14.058.309.006.906),(9.504.417.442.112),,34.0,-14058309006906.0,-9504417442112.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(374.789.078.725),(747.998.954.700),,36.0,-374789078725.0,-747998954700.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.981.590.147.398),(1.907.575.070.023),,40.0,-1981590147398.0,-1907575070023.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(435.258.495.328),414.436.503.790,,50.0,-435258495328.0,414436503790.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,Tiền và tương đương tiền đầu năm,60,1.125.181.472.381,709.642.327.664,,60.0,1125181472381.0,709642327664.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,1.725.547.060,1.102.640.927,,61.0,1725547060.0,1102640927.0
4.,III. LU'U CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.,4.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,691.648.524.113,1.125.181.472.381,,70.0,691648524113.0,1125181472381.0
