row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BÁO CÁO LUƯU CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUƯU CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUƯU CHUYÊN TIỀN TỆ HỢP NHẤT,9 - 10,
THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,11 - 57,
