row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Corporate income tax expense based on taxable profit in the current year,Corporate income tax expense based on taxable profit in the current year,Corporate income tax expense based on taxable profit in the current year,"458,018,875,089","184,637,766,680",,
Deferred corporate tax (income),Deferred corporate tax (income),Deferred corporate tax (income),"(19,675,060,098)","(10,217,439,825)",,
Total current corporate income tax expense,Total current corporate income tax expense,Total current corporate income tax expense,"438,343,814,991","174,420,326,855",,
