row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,2.152.919.661.378,967.090.193.946,,1.0,2152919661378.0,967090193946.0
2.,I. > 2.,2.,"Điều chỉnh cho các khoản:Khẩu hao tài sản cố định, bắt động sản đầu tư và lợitheé thương mại phân bổ",02,399.031.377.531,582.175.378.022,,2.0,399031377531.0,582175378022.0
2.,I. > 2.,2.,Các khoản dự phòng,03,38.353.931.171,12.003.115.904,,3.0,38353931171.0,12003115904.0
2.,I. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại cáckhoản mục tiền tệ có gốc ngoại tệ,04,129.911.083,7.060.148.810,,4.0,129911083.0,7060148810.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(468.671.205.266),(488.764.200.381),,5.0,-468671205266.0,-488764200381.0
2.,I. > 2.,2.,Chi phí lãi vay và chi phí phát hành trái phiếu,06,269.291.875.033,575.944.738.472,,6.0,269291875033.0,575944738472.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trướcthay đối vốn lưu động,08,2.391.055.550.930,1.655.509.374.773,,8.0,2391055550930.0,1655509374773.0
3.,I. > 3.,3.,(Tăng)/giảm các khoản phải thu,09,(563.591.034.002),942.935.197.836,,9.0,-563591034002.0,942935197836.0
3.,I. > 3.,3.,(Tăng)/giảm hàng tôn kho,10,(686.185.996.853),1.275.234.122.331,,10.0,-686185996853.0,1275234122331.0
3.,I. > 3.,3.,"(Giảm) các khoản phải trả (Không kể lãi vay phải trả,thuế thu nhập doanh nghiệp phải nộp)",11,(68.377.090.935),(760.658.694.568),,11.0,-68377090935.0,-760658694568.0
3.,I. > 3.,3.,(Tăng)/giảm chi phí trả trước,12,(12.321.153.351),44.503.632.003,,12.0,-12321153351.0,44503632003.0
3.,I. > 3.,3.,Giảm/(tăng) chứng khoán kinh doanh,13,49.991.114.316,(48.380.208.015),,13.0,49991114316.0,-48380208015.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(255.976.185.401),(602.187.382.861),,14.0,-255976185401.0,-602187382861.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(307.132.772.687),(177.723.063.194),,15.0,-307132772687.0,-177723063194.0
3.,I. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,1.968.938.634,,,16.0,1968938634.0,
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(14.850.826.039),(11.521.960.911),,17.0,-14850826039.0,-11521960911.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,534.580.544.612,2.317.711.017.394,,20.0,534580544612.0,2317711017394.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",21,(148.961.739.964),(239.806.739.152),,21.0,-148961739964.0,-239806739152.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ vàcác tài sản dài hạn khác",22,1.143.500.000,3.282.655.346,,22.0,1143500000.0,3282655346.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ củadơn vị khác",23,(544.106.864.110),(315.545.778.356),,23.0,-544106864110.0,-315545778356.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợcủa đơn vị khác",24,355.149.793.151,301.266.030.137,,24.0,355149793151.0,301266030137.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(25.755.868.400),(773.279.417.529),,25.0,-25755868400.0,-773279417529.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,1.238.413.527.837,840.122.550.412,,26.0,1238413527837.0,840122550412.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuậnđược chia",27,135.868.758.944,188.261.255.561,,27.0,135868758944.0,188261255561.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.011.751.107.458,4.300.556.419,,30.0,1011751107458.0,4300556419.0
