row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.860.778.186.670,6.563.191.996.211,,100.0,,6860778186670.0,6563191996211.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,691.648.524.113,1.125.181.472.381,,110.0,4.0,691648524113.0,1125181472381.0
1.,1.,1.,Tiền,111,,568.517.652.880,882.133.509.367,,111.0,,568517652880.0,882133509367.0
2.,2.,2.,Các khoản tương đương tiền,112,,123.130.871.233,243.047.963.014,,112.0,,123130871233.0,243047963014.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,79.546.000.000,162.180.043.357,,120.0,,79546000000.0,162180043357.0
1.,1.,1.,Chứng khoán kinh doanh,121,,,49.991.114.316,,121.0,,,49991114316.0
2.,2.,2.,Đầu tư nằm giữ đến ngày đáo hạn,123,16.1,79.546.000.000,112.188.929.041,,123.0,161.0,79546000000.0,112188929041.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.252.910.212.253,1.995.722.963.997,,130.0,,2252910212253.0,1995722963997.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,1.291.432.915.796,1.884.000.396.600,,131.0,5.0,1291432915796.0,1884000396600.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,657.081.917.022,92.912.221.753,,132.0,6.0,657081917022.0,92912221753.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,7,371.600.000.000,150.000.000.000,,135.0,7.0,371600000000.0,150000000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,8,109.772.374.121,102.230.270.270,,136.0,8.0,109772374121.0,102230270270.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(176.976.994.686),(233.419.924.626),,137.0,9.0,-176976994686.0,-233419924626.0
IV.,IV.,IV.,Hàng tồn kho,140,10,3.680.150.401.796,3.074.354.439.211,,140.0,10.0,3680150401796.0,3074354439211.0
1.,1.,1.,Hàng tồn kho,141,,3.747.167.515.698,3.113.503.718.437,,141.0,,3747167515698.0,3113503718437.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(67.017.113.902),(39.149.279.226),,149.0,,-67017113902.0,-39149279226.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,156.523.048.508,205.753.077.265,,150.0,,156523048508.0,205753077265.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,24.815.192.830,16.805.304.329,,151.0,11.0,24815192830.0,16805304329.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,119.900.696.777,171.297.335.744,,152.0,,119900696777.0,171297335744.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,20,11.807.158.901,17.650.437.192,,153.0,20.0,11807158901.0,17650437192.0
