row_label_raw,row_label_full,Bank,Closing balance,Opening balance,Maturity date and interest payment period,Interest rate,Collaterals,numeric__Closing balance,numeric__Opening balance,numeric__Maturity date and interest payment period,numeric__Interest rate,numeric__Collaterals
,,,VND,VND,,%/year,,,,,,
,,,"26,231,515,881","38,692,820,799","2027 and interest is paid quarterly. Loan will be repaid in multiple installments starting from the 5th quarter from the first disbursement date, starting with 6.5% of the principal value and gradually decreasing to 1.81% until 11 December 2026 and interest is paid quarterly.",Margin interest rate of 3.25%/year on the bank's cost of funds,"Factory No. 1, 2, and 3; All machinery, equipment, and factories of the PVC project and the factory expansion project at Long Thanh Industrial Park, Dong Nai; All current and future payments at Standard Chartered Bank (Vietnam) Ltd.; Land use rights and assets attached to the land at Cadivi Tower at 70-72 Nam Ky Khoi Nghia of the company; guaranteed by CADIVI and GELEX Group Joint Stock Company to secure this loan",,,,,
,,,"25,783,504,734","60,763,104,158","Loan will be repaid in multiple installments starting from the 5th quarter from the first disbursement date, each time equivalent: to 5.25% of the loan principal til 13 October 2025 and interest is paid quarterly.",Margin interest rate of 3.25%/year on the bank's cost of funds,Machinery and equipment formed from the project 'Enhancing the production capacity of medium voltage underground cables at Cadivi Saigon Factory' and the project 'Producing new super-thermal aluminum cables'; All current and future payment accounts at Standard Chartered Bank Vietnam Ltd.; Guarantee letter from GELEX Group Joint Stock Company.,,,,,
HONGLEONG Bank,HONGLEONG Bank,HONGLEONG Bank,"45,793,459,030","46,236,684,695",The loan is repaid in installments starting from 20 May 2024 to 20 April 2029. Interest is paid quarterly,2% per annum plus the Bank's cost of capital The Company is supported with 2% interest rate according to Decree No. 31/ND-CP dated 20 May 2022 of the Government,The loan is secured by machinery and equipment formed from the loan,,,,,
Shinhan Bank Vietnam Ltd.,Shinhan Bank Vietnam Ltd.,Shinhan Bank Vietnam Ltd.,"17,964,072,517","35,928,145,035",The loan is repaid in installments starting from 25 May 2020 to 18 October 2025. Interest is paid monthly.,2% per annum plus mobilization interest rate in VND for 12-month term from 4 Joint Stock Commercial Banks In Ho Chi Minh City,"Machinery and equipment at Cadivi Central factory, Hoa Cam Industrial Park; Lease land use rights at Street No. 2, Hoa Cam Industrial Park, Cam Le District, Da Nang City.",,,,,
