row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Interest expense,Interest expense,Interest expense,"269,291,875,033","571,506,439,315",,
Interest on deferred payment purchase and LC UPAS fees,Interest on deferred payment purchase and LC UPAS fees,Interest on deferred payment purchase and LC UPAS fees,"222,458,578,353","184,154,612,106",,
Loss on hedging for price movement risks,Loss on hedging for price movement risks,Loss on hedging for price movement risks,"85,031,380,596","31,667,148,146",,
Foreign exchange loss,Foreign exchange loss,Foreign exchange loss,"30,221,105,693","75,011,676,578",,
(Reversal) of provision for impairment of investment,(Reversal) of provision for impairment of investment,(Reversal) of provision for impairment of investment,"(14,632,503,555)",-,,
Bond issuance expenses,Bond issuance expenses,Bond issuance expenses,-,"4,438,299,157",,
Others,Others,Others,"16,456,403,554","34,252,025,353",,
,,,"608,826,839,674","901,030,200,655",,
