row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,21.351.265.987.360,16.757.537.132.187,,1.0,29.0,21351265987360.0,16757537132187.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,29,221.644.168.033,150.268.605.674,,2.0,29.0,221644168033.0,150268605674.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,29,21.129.621.819.327,16.607.268.526.513,,10.0,29.0,21129621819327.0,16607268526513.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,30,18.065.660.920.766,14.581.337.221.301,,11.0,30.0,18065660920766.0,14581337221301.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.063.960.898.561,2.025.931.305.212,,20.0,,3063960898561.0,2025931305212.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,32,544.051.012.220,571.666.502.678,,21.0,32.0,544051012220.0,571666502678.0
7.,7.,7.,Chi phí tài chính,22,33,608.826.839.674,901.030.200.655,,22.0,33.0,608826839674.0,901030200655.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành trái phiếu,23,,269.291.875.033,575.944.738.472,,23.0,,269291875033.0,575944738472.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,16.2,24.720.477.307,1.120.672.816,,24.0,162.0,24720477307.0,1120672816.0
9.,9.,9.,Chi phí bán hàng,25,34,410.091.473.654,327.729.790.359,,25.0,34.0,410091473654.0,327729790359.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,34,457.243.436.130,420.242.788.855,,26.0,34.0,457243436130.0,420242788855.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,2.156.570.638.630,949.715.700.837,,30.0,,2156570638630.0,949715700837.0
12.,12.,12.,Thu nhập khác,31,,13.640.263.988,23.590.386.729,,31.0,,13640263988.0,23590386729.0
13.,13.,13.,Chi phí khác,32,,17.291.241.240,6.215.893.620,,32.0,,17291241240.0,6215893620.0
14.,14.,14.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(3.650.977.252),17.374.493.109,,40.0,,-3650977252.0,17374493109.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,2.152.919.661.378,967.090.193.946,,50.0,,2152919661378.0,967090193946.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,35,458.018.875.089,184.637.766.680,,51.0,35.0,458018875089.0,184637766680.0
17.,17.,17.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,35,(19.675.060.098),(10.217.439.825),,52.0,35.0,-19675060098.0,-10217439825.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.714.575.846.387,792.669.867.091,,60.0,,1714575846387.0,792669867091.0
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.588.234.634.885,745.377.314.586,,61.0,,1588234634885.0,745377314586.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,126.341.211.502,47.292.552.505,,62.0,,126341211502.0,47292552505.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,36,5.294,2.460,,70.0,36.0,5294.0,2460.0
