row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
Other unearned revenue,Other unearned revenue,Other unearned revenue,"22,893,538,128","9,316,835,145",,
Provisions,Provisions,Provisions,"19,031,448,627","9,885,648,404",,
Non-deductible interest expense,Non-deductible interest expense,Non-deductible interest expense,"1,576,503,916","6,511,107,458",,
Others,Others,Others,"639,771,713","623,440,842",,
Deferred tax assets,Deferred tax assets,Deferred tax assets,"44,141,262,384","26,337,031,849",,
,,,Closing balance,Opening balance,,
,,,VND,VND,,
Difference arising from asset revaluation due to business combination,Difference arising from asset revaluation due to business combination,Difference arising from asset revaluation due to business combination,"4,599,331,076","6,470,160,639",,
Deferred tax liabilities,Deferred tax liabilities,Deferred tax liabilities,"4,599,331,076","6,470,160,639",,
