row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 243.283.076.681 > 185.464.575.656 > 267.960.252.820 > -,Số đầu nămVND > 1.494.053.809.093 > 410.051.577.761 > 805.155.460.010 > 20.436.834.235,numeric__Số cuối nămVND > 243.283.076.681 > 185.464.575.656 > 267.960.252.820 > -,numeric__Số đầu nămVND > 1.494.053.809.093 > 410.051.577.761 > 805.155.460.010 > 20.436.834.235
,,,696.707.905.157,2.729.697.681.099,696707905157.0,2729697681099.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,243.283.076.681,1.494.053.809.093,243283076681.0,1494053809093.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,453.424.828.476,1.235.643.872.006,453424828476.0,1235643872006.0
