row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Gain from selling investments,Gain from selling investments,Gain from selling investments,"288,306,424,364","285,042,588,060",,
Dividends and profits received,Dividends and profits received,Dividends and profits received,"117,716,266,000","144,254,464,000",,
Foreign exchange gain,Foreign exchange gain,Foreign exchange gain,"54,441,164,520","50,015,381,003",,
Bank and loan interest,Bank and loan interest,Bank and loan interest,"35,967,600,058","55,960,132,030",,
Gain on hedging for price movement risks,Gain on hedging for price movement risks,Gain on hedging for price movement risks,"28,104,774,513","36,240,028,807",,
"Payment discount, interest on deferred payment sales","Payment discount, interest on deferred payment sales","Payment discount, interest on deferred payment sales","15,661,795,048","86,770,611",,
Others,Others,Others,"3,852,987,717","67,138,167",,
,,,"544,051,012,220","571,666,502,678",,
