row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Giảm do thoái vốn tại công ty con,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Giảm do thoái vốn tại công ty con,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.875.475.190.375,2.875.475.190.375,(20.999.650.430),12.426.375.733.216,12.553.041.417.947,2.727.809.855.214,2.727.809.855.214,2875475190375.0,2875475190375.0,-20999650430.0,12426375733216.0,12553041417947.0,2727809855214.0,2727809855214.0
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),2.867.120.190.375,2.867.120.190.375,(20.999.650.430),11.826.375.733.216,12.134.686.417.947,2.537.809.855.214,2.537.809.855.214,2867120190375.0,2867120190375.0,-20999650430.0,11826375733216.0,12134686417947.0,2537809855214.0,2537809855214.0
Vay bên liên quan (ii),Vay bên liên quan (ii),Vay bên liên quan (ii),-,-,-,600.000.000.000,410.000.000.000,190.000.000.000,190.000.000.000,,,,600000000000.0,410000000000.0,190000000000.0,190000000000.0
Vay đổi tượng khác,Vay đổi tượng khác,Vay đổi tượng khác,8.355.000.000,8.355.000.000,-,-,8.355.000.000,-,-,8355000000.0,8355000000.0,,,8355000000.0,,
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.494.053.809.093,1.494.053.809.093,(84.406.136.000),234.005.500.099,1.400.370.096.511,243.283.076.681,243.283.076.681,1494053809093.0,1494053809093.0,-84406136000.0,234005500099.0,1400370096511.0,243283076681.0,243283076681.0
Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả ngân hàng,1.405.553.809.093,1.405.553.809.093,(18.031.136.000),234.005.500.099,1.378.245.096.511,243.283.076.681,243.283.076.681,1405553809093.0,1405553809093.0,-18031136000.0,234005500099.0,1378245096511.0,243283076681.0,243283076681.0
Vay bên liên quan,Vay bên liên quan,Vay bên liên quan,88.500.000.000,88.500.000.000,(66.375.000.000),-,22.125.000.000,-,-,88500000000.0,88500000000.0,-66375000000.0,,22125000000.0,,
,,,4.369.528.999.468,4.369.528.999.468,(105.405.786.430),12.660.381.233.315,13.953.411.514.458,2.971.092.931.895,2.971.092.931.895,4369528999468.0,4369528999468.0,-105405786430.0,12660381233315.0,13953411514458.0,2971092931895.0,2971092931895.0
