row_label_raw,row_label_full,I,NGHĨA VỤ NỘ TIỂM ẢN VÀ CÁC CAM KẾT KHÁC,36,col_3,col_4,numeric__NGHĨA VỤ NỘ TIỂM ẢN VÀ CÁC CAM KẾT KHÁC,numeric__36,numeric__col_3,numeric__col_4
2,2,2,Cam kết giao dịch hối đoái,,69.961.713,72.339.186,,,69961713.0,72339186.0
2,2,2,Cam kết mua ngoại tệ,,1.817.674,625.743,,,1817674.0,625743.0
2,2,2,Cam kết bán ngoại tệ,,1.901.287,1.078.143,,,1901287.0,1078143.0
2,2,2,Cam kết giao dịch hoán đổi,,66.242.752,70.635.300,,,66242752.0,70635300.0
4,4,4,Cam kết trong nghiệp vụ L/C,,2.670.553,1.655.718,,,2670553.0,1655718.0
5,5,5,Bảo lãnh khác,,5.463.802,5.870.998,,,5463802.0,5870998.0
6,6,6,Các cam kết khác,,12.944.421,14.426.495,,,12944421.0,14426495.0
