row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2020Triệu VND,numeric__2019Triệu VND
XI,XI,XI,Tổng lợi nhuận trước thuế(mang sang từ trang trước),,5.795.955,4.079.996,,,5795955.0,4079996.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,32,(1.158.210),(814.251),,32.0,-1158210.0,-814251.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,32,(1.158.210),(814.251),,32.0,-1158210.0,-814251.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,4.637.745,3.265.745,,,4637745.0,3265745.0
