row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2020Triệu VNDPhải thu/(Phải trả),31/12/2019Triệu VNDPhải thu/(Phải trả),,
Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,,
▪ Số dư tiền gửi không kỳ hạn,Công ty conVIB AMC > ▪ Số dư tiền gửi không kỳ hạn,▪ Số dư tiền gửi không kỳ hạn,(13.495),(5.681),-13495.0,-5681.0
▪ Số dư tiền gửi có kỳ hạn,Công ty conVIB AMC > ▪ Số dư tiền gửi có kỳ hạn,▪ Số dư tiền gửi có kỳ hạn,(153.500),(164.500),-153500.0,-164500.0
▪ Phải trả liên quan đến hợp đồng ủy thác,Công ty conVIB AMC > ▪ Phải trả liên quan đến hợp đồng ủy thác,▪ Phải trả liên quan đến hợp đồng ủy thác,(672),(667),-672.0,-667.0
▪ Lãi phải trả tiền gửi,Công ty conVIB AMC > ▪ Lãi phải trả tiền gửi,▪ Lãi phải trả tiền gửi,(155),(274),-155.0,-274.0
▪ Phải thu lương nhân viên,Công ty conVIB AMC > ▪ Phải thu lương nhân viên,▪ Phải thu lương nhân viên,41.249,50.718,41249.0,50718.0
▪ Phải thu nhận cổ tức,Công ty conVIB AMC > ▪ Phải thu nhận cổ tức,▪ Phải thu nhận cổ tức,14.706,9.444,14706.0,9444.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc",,
▪ Số dư tiền gửi có kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc > ▪ Số dư tiền gửi có kỳ hạn",▪ Số dư tiền gửi có kỳ hạn,187.317,123.105,187317.0,123105.0
▪ Lãi phải trả tiền gửi có kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc > ▪ Lãi phải trả tiền gửi có kỳ hạn",▪ Lãi phải trả tiền gửi có kỳ hạn,1.172,913,1172.0,913.0
▪ Số dư tiền gửi không kỳ hạn,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Tổng Giám đốc và các Phó Tổng Giám đốc > ▪ Số dư tiền gửi không kỳ hạn",▪ Số dư tiền gửi không kỳ hạn,5.361,13.740,5361.0,13740.0
