row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.421.974,1.159.583,,4.0,1421974.0,1159583.0
II,A > II,II,"Tiền gửi tại Ngân hàng Nhà nước (""NHNN"")",5,24.591.537,19.040.311,,5.0,24591537.0,19040311.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,4.368.977,4.011.859,,6.0,4368977.0,4011859.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,2.832.959,2.873.059,,,2832959.0,2873059.0
2,A > 2,2,Cho vay các TCTD khác,,1.536.018,1.138.800,,,1536018.0,1138800.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,23.753,-,,7.0,23753.0,
VI,A > VI,VI,Cho vay khách hàng,,167.772.044,127.914.086,,,167772044.0,127914086.0
1,A > 1,1,Cho vay khách hàng,8,169.520.235,129.199.808,,8.0,169520235.0,129199808.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(1.748.191),(1.285.722),,9.0,-1748191.0,-1285722.0
VII,A > VII,VII,Hoạt động mua nợ,10,248.820,326.301,,10.0,248820.0,326301.0
1,A > 1,1,Mua nợ,,250.662,326.572,,,250662.0,326572.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(1.842),(271),,,-1842.0,-271.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,41.371.557,27.841.993,,,41371557.0,27841993.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,11,41.423.474,27.882.169,,11.0,41423474.0,27882169.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,12,42.380,42.380,,12.0,42380.0,42380.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,13,(94.297),(82.556),,13.0,-94297.0,-82556.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",14,173.628,205.805,,14.0,173628.0,205805.0
1,A > 1,1,Đầu tư vào công ty con,,100.000,100.000,,,100000.0,100000.0
4,A > 4,4,Đầu tư dài hạn khác,,137.272,185.272,,,137272.0,185272.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(63.644),(79.467),,,-63644.0,-79467.0
X,A > X,X,Tài sản cố định,,395.333,360.186,,,395333.0,360186.0
1,A > 1,1,Tài sản cố định hữu hình,15,259.891,224.996,,15.0,259891.0,224996.0
a,A > a,a,Nguyên giá,,736.849,653.469,,,736849.0,653469.0
b,A > b,b,Giá trị hao mòn lũy kế,,(476.958),(428.473),,,-476958.0,-428473.0
3,A > 3,3,Tài sản cố định vô hình,16,135.442,135.190,,16.0,135442.0,135190.0
a,A > a,a,Nguyên giá,,369.820,337.198,,,369820.0,337198.0
b,A > b,b,Giá trị hao mòn lũy kế,,(234.378),(202.008),,,-234378.0,-202008.0
XII,A > XII,XII,Tài sản Có khác,17,4.398.995,3.800.845,,17.0,4398995.0,3800845.0
1,A > 1,1,Các khoản phải thu,,1.791.590,1.621.807,,,1791590.0,1621807.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,1.798.326,1.495.992,,,1798326.0,1495992.0
4,A > 4,4,Tài sản Có khác,,809.079,683.046,,,809079.0,683046.0
,,,TỔNG TÀI SẢN,,244.766.618,184.660.969,,,244766618.0,184660969.0
