row_label_raw,row_label_full,Loại tài sản đảm bảo,Tỷ lệ khấu trừ,numeric__Tỷ lệ khấu trừ
(a) Tiền gửi của khách hàng bằng Đồng Việt Nam,(a) Tiền gửi của khách hàng bằng Đồng Việt Nam,(a) Tiền gửi của khách hàng bằng Đồng Việt Nam,100%,1.0
"(b) Vàng miếng, trừ vàng miếng quy định tại điểm (i); tiền gửi của khách hàng bằng ngoại tệ","(b) Vàng miếng, trừ vàng miếng quy định tại điểm (i); tiền gửi của khách hàng bằng ngoại tệ","(b) Vàng miếng, trừ vàng miếng quy định tại điểm (i); tiền gửi của khách hàng bằng ngoại tệ",95%,0.95
"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành:","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành:","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành:",,
▪ Có thời hạn còn lại dưới 1 năm,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > ▪ Có thời hạn còn lại dưới 1 năm",▪ Có thời hạn còn lại dưới 1 năm,95%,0.95
▪ Có thời hạn còn lại từ 1 năm đến 5 năm,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > ▪ Có thời hạn còn lại từ 1 năm đến 5 năm",▪ Có thời hạn còn lại từ 1 năm đến 5 năm,85%,0.85
▪ Có thời hạn còn lại trên 5 năm,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > ▪ Có thời hạn còn lại trên 5 năm",▪ Có thời hạn còn lại trên 5 năm,80%,0.8
(d) Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > (d) Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán",(d) Chứng khoán do các tổ chức tín dụng khác phát hành được niêm yết trên Sở giao dịch chứng khoán,70%,0.7
(e) Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > (e) Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán",(e) Chứng khoán do doanh nghiệp khác phát hành được niêm yết trên Sở giao dịch chứng khoán,65%,0.65
"(f) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > (f) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(f) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",50%,0.5
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá, trừ các khoản quy định tại điểm (c) khoản này, do tổ chức tín dụng không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",30%,0.3
"(g) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > (g) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(g) Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",30%,0.3
"Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành","Chứng khoán chưa được niêm yết trên Sở giao dịch chứng khoán, giấy tờ có giá do doanh nghiệp không có đăng ký niêm yết chứng khoán trên Sở giao dịch chứng khoán phát hành",10%,0.1
(h) Bất động sản,"(c) Trái phiếu Chính phủ, công cụ chuyển nhượng, giấy tờ có giá do chính TCTD phát hành;the tiết kiệm, chứng chỉ tiên gửi, ký phiếu, tín phiếu do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khác phát hành: > (h) Bất động sản",(h) Bất động sản,50%,0.5
