row_label_raw,row_label_full,col_0,1/1/2025VND,Phát sinhVND,NộpVND,Cán trừVND,31/12/2025VND,numeric__1/1/2025VND,numeric__Phát sinhVND,numeric__NộpVND,numeric__Cán trừVND,numeric__31/12/2025VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,225.875.652.071,2.529.180.740.289,(2.513.784.720.990),-,241.271.671.370,225875652071.0,2529180740289.0,-2513784720990.0,,241271671370.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,144.585.472.802,558.307.823.710,(535.628.755.251),-,167.264.541.261,144585472802.0,558307823710.0,-535628755251.0,,167264541261.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,4.600.471.054.728,(666.297.224.930),(3.934.173.829.798),-,,4600471054728.0,-666297224930.0,-3934173829798.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.143.460.316,62.795.863.525,(63.696.429.169),-,3.242.894.672,4143460316.0,62795863525.0,-63696429169.0,,3242894672.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,157.704.838,(157.704.838),-,-,,157704838.0,-157704838.0,,
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,1.581.049.806,71.256.649.548,(69.463.117.569),(1.793.531.990),1.581.049.795,1581049806.0,71256649548.0,-69463117569.0,-1793531990.0,1581049795.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,1.184.960,570.022.720,(565.991.680),-,5.216.000,1184960.0,570022720.0,-565991680.0,,5216000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.177.255.313,26.406.752.033,(26.387.080.492),-,1.196.926.854,1177255313.0,26406752033.0,-26387080492.0,,1196926854.0
,,,377.364.075.268,7.849.146.611.391,(3.875.981.024.919),(3.935.967.361.788),414.562.299.952,377364075268.0,7849146611391.0,-3875981024919.0,-3935967361788.0,414562299952.0
