row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2025VND,2024VND,,
Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Sông Lam > Bán nguyên vật liệu,Bán nguyên vật liệu,637.084.132.370,679.505.525.205,637084132370.0,679505525205.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Sông Lam > Mua hàng hóa,Mua hàng hóa,1.791.358.486.880,1.851.152.751.020,1791358486880.0,1851152751020.0
Thu nhập từ cổ tức,Công ty Cổ phần Bia Sài Gòn - Sông Lam > Thu nhập từ cổ tức,Thu nhập từ cổ tức,21.665.000.000,21.665.000.000,21665000000.0,21665000000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Sông Lam > Giao dịch khác,Giao dịch khác,781.721.436,417.368.240,781721436.0,417368240.0
Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,,
Bán nguyên vật liệu,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng > Bán nguyên vật liệu,Bán nguyên vật liệu,564.870.316.580,581.197.311.970,564870316580.0,581197311970.0
Mua hàng hóa,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng > Mua hàng hóa,Mua hàng hóa,1.522.758.305.210,1.485.863.286.840,1522758305210.0,1485863286840.0
Giao dịch khác,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng > Giao dịch khác,Giao dịch khác,312.036.170,517.883.799,312036170.0,517883799.0
