row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2025VND,2024VND,,
"Bangkok Art Biennale Management Co., LtdMua dịch vụ","Bangkok Art Biennale Management Co., LtdMua dịch vụ","Bangkok Art Biennale Management Co., LtdMua dịch vụ",-,808.042.105,,808042105.0
"ASM Management Co., LtdMua dịch vụ","ASM Management Co., LtdMua dịch vụ","ASM Management Co., LtdMua dịch vụ",-,34.900.875,,34900875.0
"Chang International Co., LtdChi hộ Tổng Công ty","Chang International Co., LtdChi hộ Tổng Công ty","Chang International Co., LtdChi hộ Tổng Công ty",921.341.393,853.160.460,921341393.0,853160460.0
"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch","Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch","Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch",-,-,,
Ông Pramoad Phornprapha – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ông Pramoad Phornprapha – Thành viên",Ông Pramoad Phornprapha – Thành viên,844.000.000,676.000.000,844000000.0,676000000.0
Ông Nguyễn Tiến Vý – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ông Nguyễn Tiến Vý – Thành viên",Ông Nguyễn Tiến Vý – Thành viên,1.156.000.000,988.000.000,1156000000.0,988000000.0
Ông Michael Chye Hin Fah – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ông Michael Chye Hin Fah – Thành viên",Ông Michael Chye Hin Fah – Thành viên,422.000.000,910.000.000,422000000.0,910000000.0
Bà Trần Kim Nga – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Bà Trần Kim Nga – Thành viên",Bà Trần Kim Nga – Thành viên,1.078.000.000,910.000.000,1078000000.0,910000000.0
Ông Lê Thanh Tuán – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ông Lê Thanh Tuán – Thành viên",Ông Lê Thanh Tuán – Thành viên,1.294.000.000,910.000.000,1294000000.0,910000000.0
Bà Ngô Minh Châu – Thành viên,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Bà Ngô Minh Châu – Thành viên",Bà Ngô Minh Châu – Thành viên,1.078.000.000,910.000.000,1078000000.0,910000000.0
Ban Tổng Giám đốcLương và thưởng,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ban Tổng Giám đốcLương và thưởng",Ban Tổng Giám đốcLương và thưởng,29.945.996.043,32.377.865.340,29945996043.0,32377865340.0
Ủy ban Kiểm toánThù lao,"Hội đồng Quản trịLương, thưởng và thù laoÔng Koh Poh Tiong – Chủ tịch > Ủy ban Kiểm toánThù lao",Ủy ban Kiểm toánThù lao,822.000.000,1.014.000.000,822000000.0,1014000000.0
