row_label_raw,row_label_full,STT,Tên công ty,Trụ sở chính,Hoạt động chính,31/12/2025,31/12/2025_1,1/1/2025,1/1/2025_1,numeric__Tên công ty,numeric__Trụ sở chính,numeric__Hoạt động chính,numeric__31/12/2025,numeric__31/12/2025_1,numeric__1/1/2025,numeric__1/1/2025_1
STT,STT,STT,Tên công ty,Trụ sở chính,Hoạt động chính,% quyền sở hữu,% quyền biểu quyết,% quyền sở hữu,% quyền biểu quyết,,,,,,,
4,STT > 4,4,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,"Lô 22, Khu Công nghiệp Trà Nóc 1, Phường Thới An Đông, Thành phố Cần Thơ, Việt Nam","Sản xuất và kinh doanh bia, rượu, nước giải khát, sữa đậu nành và nước ép trái cây","30,96%","34,92%","30,79%","34,92%",,,,0.3096,0.3492,0.3079,0.3492
5,STT > 5,5,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây (*),"Số 8, Nam Kỳ Khởi Nghĩa, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam","Sản xuất, gia công và kinh doanh thực phẩm, nước giải khát, bia và đồ uống có còn",-,-,"21,80%","22,18%",,,,,,0.218,0.2218
