row_label_raw,row_label_full,Tên công ty,31/12/2025 > % sở hữuvà quyềnbiểu quyết,31/12/2025 > Giá gốcVND,31/12/2025 > Giá trịhợp lýVND,31/12/2025 > Dự phòngVND,1/1/2025 > % sở hữuvà quyềnbiểu quyết,1/1/2025 > Giá gốcVND,1/1/2025 > Giá trịhợp lýVND,1/1/2025 > Dự phòngVND,numeric__31/12/2025 > % sở hữuvà quyềnbiểu quyết,numeric__31/12/2025 > Giá gốcVND,numeric__31/12/2025 > Giá trịhợp lýVND,numeric__31/12/2025 > Dự phòngVND,numeric__1/1/2025 > % sở hữuvà quyềnbiểu quyết,numeric__1/1/2025 > Giá gốcVND,numeric__1/1/2025 > Giá trịhợp lýVND,numeric__1/1/2025 > Dự phòngVND
▪ Công ty Cổ phần Thương mại BiaSài Gòn Tây Nguyên,▪ Công ty Cổ phần Thương mại BiaSài Gòn Tây Nguyên,▪ Công ty Cổ phần Thương mại BiaSài Gòn Tây Nguyên,"90,00%",36.541.448.653,(*),-,"90,00%",36.541.448.653,(*),-,0.9,36541448653.0,,,0.9,36541448653.0,,
▪ Công ty Cổ phần Thương mạiBia Sài Gòn Nam Trung Bộ,▪ Công ty Cổ phần Thương mạiBia Sài Gòn Nam Trung Bộ,▪ Công ty Cổ phần Thương mạiBia Sài Gòn Nam Trung Bộ,"90,14%",55.799.775.209,(*),-,"90,14%",55.799.775.209,(*),-,0.9014,55799775209.0,,,0.9014,55799775209.0,,
▪ Công ty Cổ phần Thương mại BiaSài Gòn Miền Đông,▪ Công ty Cổ phần Thương mại BiaSài Gòn Miền Đông,▪ Công ty Cổ phần Thương mại BiaSài Gòn Miền Đông,"90,68%",36.362.195.948,(*),-,"90,68%",36.362.195.948,(*),-,0.9068,36362195948.0,,,0.9068,36362195948.0,,
▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Tiền,▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Tiền,▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Tiền,"90,00%",36.265.364.767,(*),-,"90,00%",36.265.364.767,(*),-,0.9,36265364767.0,,,0.9,36265364767.0,,
▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Hậu,▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Hậu,▪ Công ty Cổ phần Thương mại BiaSài Gòn Sông Hậu,"90,00%",36.798.955.472,(*),-,"90,00%",36.798.955.472,(*),-,0.9,36798955472.0,,,0.9,36798955472.0,,
▪ Công ty TNHH Một Thành viên Cơ khíSa Be Co,▪ Công ty TNHH Một Thành viên Cơ khíSa Be Co,▪ Công ty TNHH Một Thành viên Cơ khíSa Be Co,100%,59.365.663.690,(*),-,100%,59.365.663.690,(*),-,1.0,59365663690.0,,,1.0,59365663690.0,,
▪ Công ty Cổ phần Thương mại BiaSài Gòn Đồng Bắc,▪ Công ty Cổ phần Thương mại BiaSài Gòn Đồng Bắc,▪ Công ty Cổ phần Thương mại BiaSài Gòn Đồng Bắc,"90,45%",36.000.000.000,(*),-,"90,45%",36.000.000.000,(*),-,0.9045000000000001,36000000000.0,,,0.9045000000000001,36000000000.0,,
▪ Công ty TNHH Một Thành viên BiaSài Gòn - Hà Tĩnh,▪ Công ty TNHH Một Thành viên BiaSài Gòn - Hà Tĩnh,▪ Công ty TNHH Một Thành viên BiaSài Gòn - Hà Tĩnh,100%,120.000.000.000,(*),-,100%,120.000.000.000,(*),-,1.0,120000000000.0,,,1.0,120000000000.0,,
▪ Công ty Cổ phần Bao bì Bia Sài Gòn,▪ Công ty Cổ phần Bao bì Bia Sài Gòn,▪ Công ty Cổ phần Bao bì Bia Sài Gòn,"76,81%",55.174.824.506,(*),-,"76,81%",55.174.824.506,(*),-,0.7681,55174824506.0,,,0.7681,55174824506.0,,
▪ Công ty TNHH Một Thành viên BiaSài Gòn,▪ Công ty TNHH Một Thành viên BiaSài Gòn,▪ Công ty TNHH Một Thành viên BiaSài Gòn,100%,60.000.000,(*),-,100%,60.000.000,(*),-,1.0,60000000.0,,,1.0,60000000.0,,
▪ Công ty TNHH Một Thành viênTập đoàn Bia Sài Gòn,▪ Công ty TNHH Một Thành viênTập đoàn Bia Sài Gòn,▪ Công ty TNHH Một Thành viênTập đoàn Bia Sài Gòn,100%,40.000.000.000,(*),(8.802.379),100%,40.000.000.000,(*),-,1.0,40000000000.0,,-8802379.0,1.0,40000000000.0,,
▪ Công ty Cổ phần Bia Sài Gòn- Lâm Đồng,▪ Công ty Cổ phần Bia Sài Gòn- Lâm Đồng,▪ Công ty Cổ phần Bia Sài Gòn- Lâm Đồng,"52,91%",105.825.000.000,(*),-,"52,91%",105.825.000.000,(*),-,0.5291,105825000000.0,,,0.5291,105825000000.0,,
▪ Công ty Cổ phần Tập đoàn Bia Sài GònBình Tây,▪ Công ty Cổ phần Tập đoàn Bia Sài GònBình Tây,▪ Công ty Cổ phần Tập đoàn Bia Sài GònBình Tây,"59,63%",969.386.013.985,879.145.571.200,(90.240.442.785),-,-,,,0.5963,969386013985.0,879145571200.0,-90240442785.0,,,,
,,,,4.137.285.817.355,,(344.611.822.336),,3.153.019.479.350,,(237.593.783.288),,4137285817355.0,,-344611822336.0,,3153019479350.0,,-237593783288.0
