row_label_raw,row_label_full,Tiền chỉ trả cổ tức,36,col_2,(6.412.662.331.550),(4.489.299.293.200),numeric__36,numeric__col_2,numeric__(6.412.662.331.550),numeric__(4.489.299.293.200)
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,40,,(6.412.662.331.550),(4.489.299.293.200),40.0,,-6412662331550.0,-4489299293200.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,(326.134.068.888),(328.001.334.270),50.0,,-326134068888.0,-328001334270.0
Tiền và các khoản tương đương tiềnđầu năm,Tiền và các khoản tương đương tiềnđầu năm,Tiền và các khoản tương đương tiềnđầu năm,60,,2.868.932.106.996,3.197.402.607.546,60.0,,2868932106996.0,3197402607546.0
Ảnh hưởng của thay đổi tỷ giá quy đốingoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá quy đốingoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá quy đốingoại tệ đối với tiền và các khoản tương đương tiền,61,,(127.462.727),(469.166.280),61.0,,-127462727.0,-469166280.0
Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiềncuối năm \( (70 = 50 + 60 + 61) \),70,5,2.542.670.575.381,2.868.932.106.996,70.0,5.0,2542670575381.0,2868932106996.0
